1,2
767713,1041
767714,992
767715,947
767716,900
767717,855
767718,812
767719,769
767720,754
767721,720
767722,688
767723,651
767724,609
767725,584
767726,561
767727,538
767728,524
767729,506
767730,479
767731,466
767732,457
767733,456
767734,457
767735,450
767736,446
767737,434
767738,425
767739,415
767740,427
767741,432
767742,424
767743,414
767744,401
767745,393
767746,389
767747,390
767748,390
767749,390
767750,369
767751,368
767752,370
767753,388
767754,403
767755,404
767756,420
767757,425
767758,426
767759,467
767760,526
767761,730
767762,912
767763,1003
767764,1017
767765,973
767766,890
767767,801
767768,717
767769,632
767770,548
767771,379
767772,206
767773,136
767774,139
767775,192
767776,253
767777,308
767778,354
767779,400
767780,445
767781,561
767782,701
767783,770
767784,787
767785,753
767786,686
767787,621
767788,562
767789,506
767790,447
767791,330
767792,206
767793,161
767794,169
767795,198
767796,253
767797,299
767798,341
767799,378
767800,415
767801,505
767802,608
767803,664
767804,673
767805,643
767806,596
767807,549
767808,507
767809,467
767810,424
767811,334
767812,242
767869,719
767870,676
767871,598
767872,512
767873,458
767874,433
767875,423
767876,428
767877,436
767878,446
767879,473
767880,460
767881,494
767882,539
767883,560
767884,560
767885,540
767886,515
767887,493
767888,468
767889,448
767890,425
767891,380
767892,335
767893,319
767894,313
767895,324
767896,344
767897,365
767898,380
767899,393
767900,414
767901,449
767902,484
767903,506
767904,506
767905,496
767906,479
767907,459
767908,445
767909,425
767910,414
767911,378
767912,336
767913,323
767914,324
767915,334
767916,353
767917,368
767918,379
767919,392
767920,406
767921,436
767922,471
767923,506
767924,480
767925,478
767926,460
767927,447
767928,433
767929,422
767930,412
767931,379
767932,352
767933,335
767934,340
767935,344
767936,364
767937,370
767938,388
767939,400
767940,411
767941,433
767942,460
767943,472
767944,472
767945,468
767946,450
767947,446
767948,428
767949,423
767950,412
767951,388
767952,364
767953,352
767954,351
767955,356
767956,367
767957,379
767958,390
767959,401
767960,412
767961,432
767962,456
767963,468
767964,468
767965,460
767966,449
767967,436
767968,428
767970,414
767971,389
767972,365
767973,354
767974,354
767975,359
767976,370
767977,385
767978,391
767979,402
767980,414
767981,433
767982,450
767983,460
767984,461
767985,459
767986,449
767987,438
767988,433
767989,423
767990,415
767991,391
767992,369
767993,358
767994,358
767995,366
767996,377
767997,388
767998,392
767999,403
768000,412
768001,432
768002,455
768003,460
768004,461
768005,458
768006,448
768007,436
768008,425
768009,423
768010,414
768011,391
768012,369
768013,365
768014,364
768015,366
768016,379
768017,388
768018,398
768019,403
768020,411
768021,434
768022,449
768023,458
768024,460
768025,456
768026,447
768027,436
768028,425
768029,422
768030,415
768031,393
768032,370
768033,366
768034,366
768035,370
768036,380
768037,390
768038,401
768039,406
768040,415
768041,434
768042,450
768043,461
768044,460
768045,456
768046,449
768047,438
768048,433
768049,423
768050,415
768051,400
768052,377
768053,367
768054,367
768055,370
768056,379
768057,390
768058,401
768059,404
768060,414
768061,433
768062,449
768063,458
768064,458
768065,449
768066,446
768067,435
768068,426
768069,423
768071,390
768072,370
768073,365
768074,366
768075,368
768076,378
768077,388
768078,393
768079,404
768080,413
768081,425
768082,447
768083,456
768084,450
768085,449
768086,445
768087,433
768088,425
768089,421
768090,412
768091,398
768092,370
768093,366
768094,367
768095,376
768096,379
768097,390
768098,400
768099,406
768100,414
768101,433
768102,449
768103,458
768104,458
768105,456
768106,446
768107,438
768108,427
768109,423
768110,414
768111,400
768112,378
768113,368
768114,368
768115,370
768116,379
768117,390
768118,398
768119,404
768120,412
768121,426
768122,446
768123,450
768124,456
768125,449
768126,438
768127,433
768128,425
768129,421
768130,414
768131,393
768132,378
768133,368
768134,368
768135,370
768136,379
768137,390
768138,400
768139,404
768140,413
768141,433
768142,448
768143,456
768144,456
768145,449
768146,446
768147,435
768148,425
768149,422
768150,413
768151,392
768152,370
768153,367
768154,365
768155,370
768156,379
768157,388
768158,391
768159,401
768160,406
768161,425
768162,446
768163,450
768164,455
768165,448
768166,437
768167,433
768168,424
768169,416
768170,411
768172,377
768173,365
768174,358
768175,366
768176,377
768177,387
768178,391
768179,401
768180,404
768181,424
768182,446
768183,450
768184,450
768185,449
768186,438
768187,433
768188,424
768189,416
768190,411
768191,390
768192,369
768193,365
768194,365
768195,368
768196,379
768197,389
768198,393
768199,403
768200,412
768201,433
768202,449
768203,457
768204,457
768205,449
768206,446
768207,435
768208,426
768209,422
768210,413
768211,390
768212,376
768213,366
768214,365
768215,367
768216,379
768217,388
768218,392
768219,403
768220,414
768221,425
768222,448
768223,456
768224,457
768225,449
768226,444
768227,433
768228,424
768229,420
768230,413
768231,391
768232,376
768233,365
768234,367
768235,368
768236,379
768237,389
768238,393
768239,403
768240,412
768241,425
768242,446
768243,456
768244,458
768245,449
768246,438
768247,435
768248,425
768249,421
768250,414
768251,391
768252,369
768253,365
768254,365
768255,368
768256,378
768257,388
768258,393
768259,403
768260,411
768261,425
768262,449
768263,457
768264,456
768265,449
768266,438
768267,433
768268,424
768269,416
768270,411
768271,389
768273,367
768274,357
768275,365
768276,370
768277,381
768278,390
768279,401
768280,410
768281,426
768282,446
768283,450
768284,457
768285,448
768286,438
768287,433
768288,423
768289,416
768290,411
768291,389
768292,368
768293,358
768294,359
768295,366
768296,378
768297,388
768298,392
768299,401
768300,411
768301,427
768302,449
768303,458
768304,457
768305,450
768306,445
768307,434
768308,425
768309,421
768310,411
768311,389
768312,366
768313,363
768314,364
768315,366
768316,378
768317,388
768318,393
768319,404
768320,413
768321,434
768322,450
768323,459
768324,460
768325,450
768326,446
768327,435
768328,426
768329,416
768330,414
768331,390
768332,370
768333,358
768334,364
768335,368
768336,379
768337,388
768338,391
768339,403
768340,413
768341,434
768342,449
768343,460
768344,459
768345,457
768346,446
768347,435
768348,427
768349,423
768350,414
768351,390
768352,368
768353,359
768354,364
768355,366
768356,378
768357,388
768358,393
768359,402
768360,411
768361,434
768362,450
768363,459
768364,460
768365,457
768366,446
768367,436
768368,425
768369,421
768370,413
768371,390
768372,367
768374,365
768375,365
768376,375
768377,379
