1,2,3,4,5,6,7,8,9,10,11,12
777348,725
777349,685
777350,655
777351,624
777352,654
777353,653
777354,626
777355,577
777356,526
777357,483
777358,449
777359,436
777360,425
777361,414
777362,352
777363,331
777364,329
777365,352
777366,378
777367,390
777368,411
777369,404
777370,402
777371,400
777372,448
777373,462
777374,457
777375,425
777376,397
777377,366
777378,342
777379,348
777380,342
777381,348
777382,302
777383,284
777384,293
777385,319
777386,350
777387,367
777388,387
777389,385
777390,379
777391,378
777392,435
777393,456
777394,448
777395,419
777396,379
777397,362
777398,340
777399,340
777400,341
777401,340
777402,295
777403,280
777404,291
777405,318
777406,350
777407,367
777408,387
777409,385
777410,378
777411,378
777412,435
777413,455
777414,448
777415,415
777416,378
777417,361
777418,339
777419,339
777420,340
777421,339
777422,293
777423,273
777424,284
777425,315
777426,343
777427,365
777428,379
777429,379
777430,378
777431,379
777432,446
777433,468
777434,458
777435,425
777436,379
777437,353
777438,330
777439,331
777440,331
777441,328
777442,224
777443,165
777444,198
777445,259
777446,307
777447,315
777525,295
777526,261
777527,258
777528,320
777529,400
777530,425
777531,478
777532,542
777533,740
777534,981
777535,1088
777536,1100
777537,1044
777538,935
777539,823
777540,716
777541,621
777542,508
777543,292
777544,81
777545,20
777546,46
777547,103
777548,196
777549,259
777550,319
777551,375
777552,432
777553,595
777554,774
777555,858
777556,867
777557,831
777558,741
777559,670
777560,597
777561,518
777562,437
777563,271
777564,114
777565,67
777566,91
777567,187
777568,209
777569,268
777570,316
777571,364
777572,415
777573,562
777574,716
777575,794
777576,801
777577,766
777578,695
777579,634
777580,566
777581,505
777582,435
777583,280
777584,129
777585,81
777586,102
777587,142
777588,212
777589,269
777590,317
777591,363
777592,415
777593,552
777594,713
777595,786
777596,796
777597,765
777598,695
777599,635
777600,573
777601,508
777602,436
777603,281
777604,129
777605,81
777606,102
777607,142
777608,220
777609,272
777610,318
777611,365
777612,421
777613,565
777614,718
777615,797
777616,801
777617,773
777618,702
777619,636
777620,576
777621,508
777622,436
777623,273
777624,127
777626,119
777627,140
777628,212
777629,268
777630,317
777631,363
777632,413
777633,562
777634,715
777635,786
777636,795
777637,764
777638,692
777639,632
777640,565
777641,505
777642,435
777643,271
777644,128
777645,81
777646,104
777647,150
777648,224
777649,274
777650,319
777651,366
777652,421
777653,564
777654,714
777655,785
777656,786
777657,761
777658,690
777659,625
777660,563
777661,504
777662,435
777663,271
777664,132
777665,92
777666,113
777667,154
777668,225
777669,279
777670,326
777671,367
777672,420
777673,564
777674,714
777675,783
777676,785
777677,754
777678,682
777679,624
777680,562
777681,497
777682,433
777683,269
777684,130
777685,92
777686,112
777687,153
777688,225
777689,274
777690,320
777691,365
777692,414
777693,564
777694,714
777695,776
777696,782
777697,751
777698,679
777699,621
777700,555
777701,495
777702,426
777703,262
777704,128
777705,89
777706,107
777707,152
777708,226
777709,273
777710,320
777711,364
777712,413
777713,565
777714,707
777715,775
777716,775
777717,750
777718,673
777719,620
777720,554
777721,494
777722,431
777723,260
777724,129
777725,89
777727,190
777728,221
777729,270
777730,317
777731,364
777732,412
777733,565
777734,707
777735,774
777736,775
777737,741
777738,672
777739,613
777740,553
777741,494
777742,425
777743,258
777744,126
777745,81
777746,107
777747,152
777748,224
777749,274
777750,320
777751,365
777752,415
777753,573
777754,715
777755,783
777756,783
777757,751
777758,673
777759,614
777760,562
777761,495
777762,431
777763,257
777764,127
777765,80
777766,108
777767,153
777768,227
777769,279
777770,320
777771,367
777772,421
777773,579
777774,726
777775,789
777776,787
777777,754
777778,683
777779,624
777780,564
777781,497
777782,433
777783,256
777784,120
777785,78
777786,108
777787,153
777788,232
777789,281
777790,327
777791,375
777792,423
777793,596
777794,739
777795,809
777796,808
777797,775
777798,695
777799,636
777800,576
777801,508
777802,436
777803,248
777804,117
777805,77
777806,104
777807,152
777808,226
777809,279
777810,328
777811,375
777812,425
777813,599
777814,751
777815,821
777816,819
777817,785
777818,704
777819,644
777820,579
777821,508
777822,436
777823,246
777824,107
777825,67
777826,102
777828,256
777829,272
777830,317
777831,367
777832,422
777833,599
777834,749
777835,819
777836,809
777837,776
777838,695
777839,636
777840,573
777841,505
777842,427
777843,238
777844,104
777845,67
777846,102
777847,149
777848,225
777849,279
777850,320
777851,374
777852,424
777853,607
777854,750
777855,819
777856,808
777857,775
777858,695
777859,634
777860,573
777861,503
777862,433
777863,237
777864,107
777865,70
777866,104
777867,151
777868,232
777869,279
777870,327
777871,376
777872,426
777873,608
777874,753
777875,822
777876,811
777877,783
777878,702
777879,636
777880,575
777881,505
777882,433
777883,237
777884,104
777885,70
777886,104
777887,152
777888,232
777889,282
777890,328
777891,377
777892,433
777893,614
777894,762
777895,830
777896,821
777897,786
777898,704
777899,644
777900,579
777901,506
777902,433
777903,235
777904,103
777905,67
777906,103
777907,151
777908,227
777909,282
777910,329
777911,378
777912,435
777913,624
777914,773
777915,842
777916,830
777917,797
777918,713
777919,647
777920,579
777921,508
777922,434
777923,227
777924,95
777925,59
777926,94
777927,144
777929,308
777930,319
777931,375
777932,433
777933,623
777934,772
777935,841
777936,832
777937,796
777938,707
777939,645
777940,578
777941,507
777942,426
777943,221
777944,91
777945,56
777946,95
777947,143
777948,226
777949,280
777950,328
777951,377
777952,436
777953,633
777954,775
777955,845
777956,831
777957,796
777958,713
777959,646
777960,579
777961,507
777962,425
777963,222
777964,92
777965,57
777966,96
777967,143
777968,226
777969,282
777970,328
777971,379
777972,437
777973,633
777974,775
777975,843
777976,830
777977,795
777978,704
777979,644
777980,578
777981,505
777982,415
777983,220
777984,93
777985,57
777986,96
777987,163
777988,227
777989,282
777990,328
777991,379
777992,447
777993,635
777994,782
777995,843
777996,830
777997,794
777998,706
777999,644
778000,577
778001,504
778002,421
778003,212
778004,92
778005,56
778006,95
778007,143
778008,226
778009,280
778010,328
778011,378
778012,447
778013,634
778014,773
778015,834
778016,822
778017,785
778018,702
778019,636
778020,144
778021,118
778022,162
778023,191
778024,220
778025,176
778026,226
778027,272
778028,341
778030,375
778031,364
778032,466
778033,505
778034,449
778035,411
778036,356
778037,332
778038,307
778039,315
778040,320
778041,320
778042,238
778043,237
778044,271
778045,308
778046,354
778047,378
778048,404
778049,401
778050,397
778051,398
778052,479
778053,484
778054,456
778055,422
778056,375
778057,352
778058,339
778059,338
778060,340
778061,339
778062,260
778063,268
778064,295
778065,328
778066,365
778067,379
778068,400
778069,397
778070,389
778071,392
778072,469
778073,468
778074,444
778075,412
778076,374
778077,350
778078,340
778079,340
778080,341
778081,316
778082,272
778083,273
778084,304
778085,329
778086,364
778087,378
778088,392
778089,389
778090,388
778091,388
778092,460
778093,468
778094,436
778095,413
778096,367
778097,352
778098,339
778099,339
778100,341
778101,339
778102,259
778103,259
778104,301
778105,339
778106,375
778107,389
778108,397
778109,390
778110,388
778111,390
778112,446
778113,437
778114,415
778115,398
778116,373
778117,363
778118,343
778119,349
778120,344
778121,350
778122,295
778123,303
778124,327
778125,340
778126,365
778127,375
778128,379
778129,379
778131,445
778132,436
778133,433
778134,412
778135,389
778136,363
778137,350
778138,339
778139,339
778140,341
778141,341
778142,295
778143,303
778144,320
778145,340
778146,364
778147,374
778148,377
778149,376
778150,377
778151,378
778152,432
778153,425
778154,404
778155,389
778156,364
778157,352
778158,340
778159,342
778160,348
778161,343
778162,303
778163,305
778164,328
778165,341
778166,364
778167,374
778168,375
778169,375
778170,376
778171,378
778172,423
778173,423
778174,402
778175,387
778176,365
778177,353
778178,341
778179,341
778180,343
778181,348
778182,304
778183,307
778184,329
778185,341
778186,363
778187,373
778188,375
778189,375
778190,375
778191,377
778192,425
778193,421
778194,402
778195,387
778196,366
778197,354
778198,341
778199,342
778200,342
778201,342
778202,305
778203,313
778204,329
778205,341
778206,364
778207,374
778208,376
778209,377
778210,377
778211,379
778212,425
778213,422
778214,407
778215,388
778216,366
778217,352
778218,341
778219,349
778220,349
778221,343
778222,314
778223,316
778224,331
778225,349
778226,364
778227,374
778228,376
778229,376
778230,375
778232,433
778233,416
778234,400
778235,379
778236,364
778237,353
778238,341
778239,342
778240,344
778241,340
778242,307
778243,315
778244,330
778245,344
778246,363
778247,372
778248,375
778249,375
778250,375
778251,389
778252,422
778253,419
778254,401
778255,379
778256,366
778257,353
778258,341
778259,342
778260,349
778261,339
778262,307
778263,315
778264,331
778265,343
778266,364
778267,367
778268,375
778269,375
778270,375
778271,390
