1,2,3,4,5
773037,1081
773038,1065
773039,1030
773040,975
773041,895
773042,825
773043,758
773044,697
773045,631
773046,523
773047,419
773048,362
773049,347
773050,347
773051,370
773052,385
773053,406
773054,421
773055,442
773056,504
773057,568
773058,593
773059,586
773060,569
773061,534
773062,501
773063,468
773064,442
773065,417
773066,347
773067,289
773068,266
773069,270
773070,289
773071,315
773072,338
773073,360
773074,375
773075,398
773076,454
773077,509
773078,527
773079,524
773080,510
773081,478
773082,455
773083,439
773084,418
773085,397
773086,346
773087,301
773088,288
773089,291
773090,303
773091,327
773092,346
773093,362
773094,381
773095,396
773096,442
773097,479
773098,499
773099,493
773100,488
773101,463
773102,445
773103,428
773104,410
773105,397
773106,351
773107,317
773108,303
773109,306
773110,323
773111,338
773112,351
773113,370
773114,376
773115,397
773116,433
773117,466
773118,488
773119,478
773120,468
773121,453
773122,434
773123,422
773124,409
773125,397
773126,360
773127,326
773128,315
773129,317
773130,328
773131,347
773132,359
773133,373
773134,384
773135,396
773136,430
773155,560
773156,545
773157,559
773158,559
773159,546
773160,535
773161,501
773162,478
773163,465
773164,445
773165,430
773166,394
773167,360
773168,346
773169,346
773170,349
773171,362
773172,371
773173,376
773174,395
773175,407
773176,433
773177,458
773178,468
773179,466
773180,463
773181,442
773182,431
773183,420
773184,409
773185,397
773186,364
773187,338
773188,328
773189,335
773190,338
773191,352
773192,363
773193,373
773194,385
773195,396
773196,428
773197,454
773198,466
773199,463
773200,454
773201,440
773202,429
773203,418
773204,410
773205,397
773206,362
773207,338
773208,328
773209,336
773210,340
773211,359
773212,364
773213,375
773214,385
773215,397
773216,429
773217,463
773218,464
773219,463
773220,452
773221,441
773222,429
773223,419
773224,408
773225,397
773226,364
773227,340
773228,336
773229,337
773230,340
773231,359
773232,370
773233,374
773234,384
773235,397
773236,429
773237,452
773238,463
773239,455
773240,452
773241,439
773242,428
773243,418
773244,407
773245,395
773246,362
773247,338
773248,328
773249,336
773250,340
773251,352
773252,364
773253,375
773254,385
773256,444
773257,445
773258,455
773259,452
773260,445
773261,432
773262,421
773263,416
773264,408
773265,394
773266,362
