1,2,3,4
771696,718
771697,679
771698,645
771699,612
771700,587
771701,540
771702,518
771703,500
771704,495
771705,486
771706,476
771707,473
771708,460
771709,451
771710,448
771711,474
771712,475
771713,465
771714,450
771715,522
771716,522
771717,486
771718,437
771719,394
771720,347
771721,302
771722,185
771723,57
771724,31
771725,66
771726,128
771727,198
771728,269
771729,324
771730,372
771731,427
771732,535
771733,680
771734,758
771735,774
771736,749
771737,692
771738,626
771739,568
771740,518
771741,461
771742,348
771743,230
771744,172
771745,171
771746,206
771747,256
771748,301
771749,343
771750,379
771751,417
771752,498
771753,608
771754,659
771755,672
771756,646
771757,602
771758,557
771759,517
771760,472
771761,429
771762,346
771763,253
771764,208
771765,207
771766,231
771767,268
771768,310
771769,343
771770,370
771771,406
771772,465
771773,553
771774,598
771775,609
771776,589
771777,553
771778,517
771779,482
771780,450
771781,416
771782,348
771783,278
771784,243
771785,242
771786,262
771787,290
771788,321
771789,346
771790,370
771791,395
771792,463
771793,510
771794,545
771795,554
771796,540
771797,509
771798,473
771799,453
771800,436
771801,405
771802,347
771803,291
771804,266
771805,266
771806,280
771807,308
771808,332
771809,349
771810,370
771811,393
771812,430
771813,484
771814,511
771815,517
771816,500
771817,482
771818,459
771819,439
771820,417
771821,402
771822,358
771823,313
771824,290
771825,290
771826,300
771827,323
771828,343
771829,358
771830,372
771831,392
771832,428
771833,471
771834,490
771835,497
771836,483
771837,463
771838,450
771839,429
771840,415
771841,395
771842,359
771843,322
771844,301
771845,301
771846,312
771847,332
771848,346
771849,359
771850,373
771851,391
771852,419
771853,460
771854,476
771855,481
771856,472
771857,453
771858,439
771859,425
771860,407
771861,394
771862,360
771863,325
771864,309
771865,308
771866,314
771867,334
771868,346
771869,360
771870,370
771871,384
771872,417
771873,453
771874,473
771875,474
771876,464
771877,450
771878,437
771879,425
771880,407
771881,393
771882,360
771883,325
771884,302
771885,302
771886,320
771887,333
771888,345
771889,359
771890,373
771891,391
771892,424
771893,454
771894,473
771895,474
771897,450
771898,430
771899,417
771900,405
771901,391
771902,357
771903,321
771904,302
771905,302
771906,313
771907,327
771908,343
771909,358
771910,372
771911,390
771912,417
771913,452
771914,472
771915,474
771916,465
771917,450
771918,435
771919,418
771920,406
771921,392
771922,357
771923,321
771924,302
771925,301
771926,314
771927,327
771928,345
771929,360
771930,373
771931,383
771932,424
771933,454
771934,474
771935,475
771936,465
771937,450
771938,437
771939,424
771940,407
771941,394
771942,360
771943,325
771944,313
771945,312
771946,321
771947,335
771948,356
771949,360
771950,373
771951,391
771952,418
771953,453
771954,472
771955,472
771956,462
771957,449
771958,435
771959,417
771960,407
771961,393
771962,360
771963,327
771964,312
771965,314
771966,323
771967,337
771968,353
771969,361
771970,373
771971,391
771972,418
771973,451
771974,465
771975,465
771976,460
771977,440
771978,429
771979,416
771980,405
771981,391
771982,357
771983,325
771984,312
771985,312
771986,322
771987,336
771988,348
771989,361
771990,372
771991,390
771992,417
771993,451
771994,464
771995,464
771996,460
771998,430
771999,415
772000,403
772001,391
772002,357
772003,325
772004,310
772005,310
772006,314
772007,335
772008,346
772009,360
772010,372
772011,383
772012,416
772013,450
772014,464
772015,465
772016,460
772017,441
772018,427
772019,417
772020,405
772021,391
772022,357
772023,325
772024,309
772025,313
772026,323
772027,337
772028,348
772029,366
772030,373
772031,391
772032,424
772033,459
772034,472
772035,473
772036,463
772037,449
772038,435
772039,417
772040,405
772041,393
772042,357
772043,323
772044,312
772045,310
772046,321
772047,335
772048,347
772049,367
772050,373
772051,383
772052,424
772053,459
772054,472
772055,473
772056,464
772057,449
772058,435
772059,418
772060,406
772061,391
772062,356
772063,321
772064,302
772065,302
772066,314
772067,333
772068,345
772069,359
772070,372
772071,382
772072,425
772073,460
772074,475
772075,475
772076,465
772077,449
772078,429
772079,418
772080,405
772081,391
772082,347
772083,312
772084,298
772085,300
772086,310
772087,333
772088,345
772089,359
772090,372
772091,391
772092,428
772093,465
772094,483
