,Device 2
40088873,1556.0
40088874,1544.0
40088875,1554.0
40088876,1562.0
40088877,1552.0
40088878,1566.0
40088879,1566.0
40088880,1576.0
40088881,1530.0
40088882,1574.0
40088883,1535.0
40088884,1564.0
40088885,1582.0
40088886,1579.0
40088887,1590.0
40088888,1598.0
40088889,1533.0
40088890,1564.0
40088891,1588.0
40088892,1609.0
40088893,1599.0
40088894,1602.0
40088895,1603.0
40088896,1566.0
40088897,1609.0
40088898,1614.0
40088899,1603.0
40088900,1614.0
40088901,1579.0
40088902,1598.0
40088903,1609.0
40088904,1598.0
40088905,1609.0
40088906,1555.0
40088907,1599.0
40088908,1598.0
40088909,1586.0
40088910,1589.0
40088911,1588.0
40088912,1589.0
40088913,1590.0
40088914,1577.0
40088915,1588.0
40088916,1564.0
40088917,1574.0
40088918,1576.0
40088919,1532.0
40088920,1568.0
40088921,1566.0
40088922,1564.0
40088923,1567.0
40088924,1552.0
40088925,1567.0
40088926,1541.0
40088927,1554.0
40088928,1564.0
40088929,1518.0
40088930,1555.0
40088931,1541.0
40088932,1554.0
40088933,1563.0
40088934,1510.0
40088935,1554.0
40088937,1541.0
40088938,1555.0
40088939,1544.0
40088940,1555.0
40088941,1545.0
40088942,1552.0
40088943,1508.0
40088944,1555.0
40088945,1519.0
40088946,1552.0
40088947,1555.0
40088948,1541.0
40088949,1552.0
40088950,1509.0
40088951,1552.0
40088952,1510.0
40088953,1552.0
40088954,1528.0
40088955,1544.0
40088956,1540.0
40088957,1545.0
40088958,1552.0
40088959,1544.0
40088960,1554.0
40088961,1540.0
40088962,1552.0
40088963,1493.0
40088964,1552.0
40088965,1554.0
40088966,1530.0
40088967,1544.0
40088968,1498.0
40088969,1542.0
40088970,1501.0
40088971,1534.0
40088972,1540.0
40088973,1541.0
40088974,1552.0
40088975,1540.0
40088976,1552.0
40088977,1540.0
40088978,1555.0
40088979,1544.0
40088980,1555.0
40088981,1528.0
40088982,1554.0
40088983,1508.0
40088984,1555.0
40088985,1564.0
40088986,1553.0
40088987,1563.0
40088988,1542.0
40088989,1552.0
40088990,1556.0
40088991,1508.0
40088992,1555.0
40088993,1510.0
40088994,1510.0
40088995,1554.0
40088996,1498.0
40088997,1540.0
40088998,1531.0
40088999,1531.0
40089000,1533.0
40089001,1484.0
40089002,1510.0
40089003,1519.0
40089004,1510.0
40089005,1522.0
40089006,1488.0
40089007,1522.0
40089008,1544.0
40089009,1532.0
40089010,1568.0
40089011,1590.0
40089012,1614.0
40089013,1645.0
40089014,1633.0
40089015,1701.0
40089016,1752.0
40089017,1758.0
40089018,1841.0
40089019,1898.0
40089020,1921.0
40089021,1991.0
40089022,2044.0
40089023,2089.0
40089024,2143.0
40089025,2154.0
40089026,2217.0
40089027,2266.0
40089028,2268.0
40089029,2334.0
40089030,2369.0
40089031,2347.0
40089032,2391.0
40089033,2401.0
40089034,2358.0
40089035,2376.0
40089036,2365.0
40089038,2322.0
40089039,2313.0
40089040,2268.0
40089041,2228.0
40089042,2181.0
40089043,2145.0
40089044,2056.0
40089045,2048.0
40089046,1986.0
40089047,1952.0
40089048,1901.0
40089049,1850.0
40089050,1818.0
40089051,1758.0
40089052,1737.0
40089053,1635.0
40089054,1633.0
40089055,1552.0
40089056,1533.0
40089057,1501.0
40089058,1470.0
40089059,1449.0
40089060,1392.0
40089061,1379.0
40089062,1308.0
40089063,1324.0
40089064,1279.0
40089065,1278.0
40089066,1263.0
40089067,1232.0
40089068,1230.0
40089069,1172.0
40089070,1196.0
40089071,1150.0
40089072,1183.0
40089073,1182.0
40089074,1174.0
40089075,1173.0
40089076,1163.0
40089077,1173.0
40089078,1127.0
40089079,1174.0
40089080,1128.0
40089081,1173.0
40089082,1148.0
40089083,1184.0
40089084,1173.0
40089085,1196.0
40089086,1217.0
40089087,1216.0
40089088,1219.0
40089089,1184.0
40089090,1207.0
40089091,1233.0
40089092,1240.0
40089093,1253.0
40089094,1263.0
40089095,1230.0
40089096,1279.0
40089097,1277.0
40089098,1287.0
40089099,1300.0
40089100,1262.0
40089101,1311.0
40089102,1323.0
40089103,1324.0
40089104,1337.0
40089105,1323.0
40089106,1347.0
40089107,1356.0
40089108,1358.0
40089109,1371.0
40089110,1333.0
40089111,1382.0
40089112,1392.0
40089113,1390.0
40089114,1404.0
40089115,1369.0
40089116,1413.0
40089117,1424.0
40089118,1403.0
40089119,1427.0
40089120,1435.0
40089121,1427.0
40089122,1436.0
40089123,1405.0
40089124,1450.0
40089125,1459.0
40089126,1415.0
40089127,1458.0
40089128,1462.0
40089129,1459.0
40089130,1470.0
40089131,1473.0
40089132,1473.0
40089133,1484.0
40089134,1440.0
40089135,1475.0
40089136,1486.0
40089137,1452.0
40089139,1485.0
40089140,1493.0
40089141,1496.0
40089142,1490.0
40089143,1508.0
40089144,1500.0
40089145,1517.0
40089146,1506.0
40089147,1519.0
40089148,1507.0
40089149,1519.0
40089150,1484.0
40089151,1520.0
40089152,1508.0
40089153,1530.0
40089154,1530.0
40089155,1522.0
40089156,1533.0
40089157,1530.0
40089158,1542.0
40089159,1532.0
40089160,1544.0
40089161,1531.0
40089162,1553.0
40089163,1540.0
40089164,1552.0
40089165,1540.0
40089166,1552.0
40089167,1507.0
40089168,1553.0
40089169,1563.0
40089170,1552.0
40089171,1564.0
40089172,1552.0
40089173,1566.0
40089174,1555.0
40089175,1568.0
40089176,1540.0
40089177,1568.0
40089178,1530.0
40089179,1566.0
40089180,1553.0
40089181,1566.0
40089182,1563.0
40089183,1566.0
40089184,1576.0
40089185,1576.0
40089186,1579.0
40089187,1574.0
40089188,1588.0
40089189,1568.0
40089190,1570.0
40089191,1579.0
40089192,1576.0
40089193,1588.0
40089194,1577.0
40089195,1588.0
40089196,1592.0
40089197,1588.0
40089198,1598.0
40089199,1554.0
40089200,1590.0
40089201,1599.0
40089202,1575.0
40089203,1600.0
40089204,1599.0
40089205,1600.0
40089206,1610.0
40089207,1563.0
40089208,1609.0
40089209,1614.0
40089210,1609.0
40089211,1621.0
40089212,1612.0
40089213,1613.0
40089214,1621.0
40089215,1577.0
40089216,1622.0
40089217,1625.0
40089218,1622.0
40089219,1632.0
40089220,1588.0
40089221,1621.0
40089222,1624.0
40089223,1624.0
40089224,1625.0
40089225,1599.0
40089226,1622.0
40089227,1626.0
40089228,1615.0
40089229,1632.0
40089230,1599.0
40089231,1624.0
40089232,1633.0
40089233,1579.0
40089234,1624.0
40089235,1625.0
40089236,1625.0
40089237,1637.0
40089238,1613.0
40089240,1609.0
40089241,1624.0
40089242,1613.0
40089243,1624.0
40089244,1590.0
40089245,1624.0
40089246,1613.0
40089247,1624.0
40089248,1625.0
40089249,1624.0
40089250,1626.0
40089251,1620.0
40089252,1624.0
40089253,1626.0
40089254,1591.0
40089255,1625.0
40089256,1600.0
40089257,1621.0
40089258,1632.0
40089259,1586.0
40089260,1624.0
40089261,1613.0
40089262,1620.0
40089263,1624.0
40089264,1624.0
40089265,1590.0
40089266,1622.0
40089267,1589.0
40089268,1613.0
40089269,1624.0
40089270,1613.0
40089271,1625.0
40089272,1579.0
40089273,1621.0
40089274,1576.0
40089275,1620.0
40089276,1599.0
40089277,1613.0
40089278,1609.0
40089279,1614.0
40089280,1602.0
40089281,1599.0
40089282,1599.0
40089283,1599.0
40089284,1600.0
40089285,1599.0
40089286,1591.0
40089287,1588.0
40089288,1590.0
40089289,1578.0
40089290,1577.0
40089291,1542.0
40089292,1578.0
40089293,1564.0
40089294,1568.0
40089295,1555.0
40089296,1555.0
40089297,1533.0
40089298,1545.0
40089299,1552.0
40089300,1507.0
40089301,1533.0
40089302,1534.0
40089303,1510.0
40089304,1533.0
40089305,1519.0
40089306,1521.0
40089307,1518.0
40089308,1474.0
40089309,1506.0
40089310,1510.0
40089311,1462.0
40089312,1507.0
40089313,1510.0
40089314,1490.0
40089315,1494.0
40089316,1459.0
40089317,1487.0
40089318,1494.0
40089319,1440.0
40089320,1474.0
40089321,1487.0
40089322,1452.0
40089323,1475.0
40089324,1453.0
40089325,1465.0
40089326,1473.0
40089327,1425.0
40089328,1462.0
40089329,1471.0
40089330,1425.0
40089331,1459.0
40089332,1463.0
40089333,1450.0
40089334,1453.0
40089335,1451.0
40089336,1459.0
40089337,1465.0
40089338,1417.0
40089339,1463.0
40089341,1460.0
40089342,1415.0
40089343,1459.0
40089344,1428.0
40089345,1470.0
40089346,1463.0
40089347,1465.0
40089348,1465.0
40089349,1471.0
40089350,1471.0
40089351,1471.0
40089352,1484.0
40089353,1473.0
40089354,1484.0
40089355,1471.0
40089356,1485.0
40089357,1473.0
40089358,1487.0
40089359,1476.0
40089360,1484.0
40089361,1450.0
40089362,1473.0
40089363,1488.0
40089364,1473.0
40089365,1487.0
40089366,1471.0
40089367,1486.0
40089368,1490.0
40089369,1449.0
40089370,1487.0
40089371,1498.0
40089372,1494.0
40089373,1500.0
40089374,1498.0
40089375,1498.0
40089376,1484.0
40089377,1498.0
40089378,1507.0
40089379,1498.0
40089380,1510.0
40089381,1499.0
40089382,1509.0
40089383,1471.0
40089384,1509.0
40089385,1509.0
40089386,1519.0
40089387,1521.0
40089388,1510.0
40089389,1522.0
40089390,1518.0
40089391,1521.0
40089392,1482.0
40089393,1530.0
40089394,1476.0
40089395,1521.0
40089396,1498.0
40089397,1522.0
40089398,1531.0
40089399,1531.0
40089400,1539.0
40089401,1531.0
40089402,1532.0
40089403,1522.0
40089404,1535.0
40089405,1494.0
40089406,1540.0
40089407,1494.0
40089408,1533.0
40089409,1517.0
40089410,1530.0
40089411,1540.0
40089412,1533.0
40089413,1532.0
40089414,1532.0
40089415,1541.0
40089416,1498.0
40089417,1540.0
40089418,1509.0
40089419,1540.0
40089420,1540.0
40089421,1540.0
40089422,1544.0
40089423,1539.0
40089424,1521.0
40089425,1545.0
40089426,1544.0
40089427,1555.0
40089428,1540.0
40089429,1550.0
40089430,1552.0
40089431,1545.0
40089432,1556.0
40089433,1508.0
40089434,1545.0
40089435,1553.0
40089436,1510.0
40089437,1555.0
40089438,1553.0
40089439,1552.0
40089440,1556.0
40089442,1553.0
40089443,1506.0
40089444,1553.0
40089445,1507.0
40089446,1547.0
40089447,1554.0
40089448,1542.0
40089449,1552.0
40089450,1544.0
40089451,1545.0
40089452,1553.0
40089453,1510.0
40089454,1554.0
40089455,1553.0
40089456,1552.0
40089457,1554.0
40089458,1552.0
40089459,1552.0
40089460,1555.0
40089461,1518.0
40089462,1554.0
40089463,1555.0
40089464,1552.0
40089465,1555.0
40089466,1545.0
40089467,1564.0
40089468,1535.0
40089469,1564.0
40089470,1520.0
40089471,1556.0
40089472,1530.0
40089473,1554.0
40089474,1564.0
40089475,1510.0
40089476,1555.0
40089477,1555.0
40089478,1555.0
40089479,1564.0
40089480,1555.0
40089481,1564.0
40089482,1552.0
40089483,1555.0
40089484,1518.0
40089485,1562.0
40089486,1566.0
40089487,1555.0
40089488,1563.0
40089489,1552.0
40089490,1556.0
40089491,1545.0
40089492,1567.0
40089493,1555.0
40089494,1555.0
40089495,1563.0
40089496,1553.0
40089497,1574.0
40089498,1544.0
40089499,1564.0
40089500,1574.0
40089501,1556.0
40089502,1564.0
40089503,1530.0
40089504,1555.0
40089505,1567.0
40089506,1533.0
40089507,1566.0
40089508,1547.0
40089509,1552.0
40089510,1564.0
40089511,1530.0
40089512,1563.0
40089513,1563.0
40089514,1552.0
40089515,1555.0
40089516,1518.0
40089517,1555.0
40089518,1564.0
40089519,1518.0
40089520,1555.0
40089521,1556.0
40089522,1531.0
40089523,1547.0
40089524,1547.0
40089525,1555.0
40089526,1564.0
40089527,1519.0
40089528,1555.0
40089529,1563.0
40089530,1555.0
40089531,1566.0
40089532,1546.0
40089533,1555.0
40089534,1530.0
40089535,1554.0
40089536,1563.0
40089537,1531.0
40089538,1563.0
40089539,1564.0
40089540,1556.0
40089541,1566.0
40089543,1547.0
40089544,1510.0
40089545,1556.0
40089546,1519.0
40089547,1555.0
40089548,1522.0
40089549,1554.0
40089550,1554.0
40089551,1563.0
40089552,1522.0
40089553,1563.0
40089554,1563.0
40089555,1552.0
40089556,1554.0
40089557,1530.0
40089558,1555.0
40089559,1563.0
40089560,1523.0
40089561,1555.0
40089562,1563.0
40089563,1522.0
40089564,1555.0
40089565,1522.0
40089566,1555.0
40089567,1555.0
40089568,1552.0
40089569,1563.0
40089570,1546.0
40089571,1563.0
40089572,1530.0
40089573,1556.0
40089574,1518.0
40089575,1555.0
40089576,1563.0
40089577,1563.0
40089578,1567.0
40089579,1510.0
40089580,1555.0
40089581,1530.0
40089582,1555.0
40089583,1556.0
40089584,1563.0
40089585,1564.0
40089586,1555.0
40089587,1574.0
40089588,1521.0
40089589,1564.0
40089590,1552.0
40089591,1555.0
40089592,1568.0
40089593,1564.0
40089594,1564.0
40089595,1553.0
40089596,1563.0
40089597,1522.0
40089598,1564.0
40089599,1523.0
40089600,1555.0
40089601,1533.0
40089602,1510.0
40089603,1555.0
40089604,1531.0
40089605,1555.0
40089606,1553.0
40089607,1563.0
40089608,1555.0
40089609,1541.0
40089610,1555.0
40089611,1564.0
40089612,1519.0
40089613,1555.0
40089614,1555.0
40089615,1544.0
40089616,1555.0
40089617,1555.0
40089618,1552.0
40089619,1555.0
40089620,1542.0
40089621,1552.0
40089622,1555.0
40089623,1510.0
40089624,1555.0
40089625,1564.0
40089626,1556.0
40089627,1564.0
40089628,1508.0
40089629,1555.0
40089630,1563.0
40089631,1554.0
40089632,1566.0
40089633,1530.0
40089634,1555.0
40089635,1564.0
40089636,1510.0
40089637,1555.0
40089638,1555.0
40089639,1555.0
40089640,1564.0
40089641,1520.0
40089642,1555.0
40089644,1552.0
40089645,1552.0
40089646,1520.0
40089647,1555.0
40089648,1544.0
40089649,1553.0
40089650,1555.0
40089651,1546.0
40089652,1556.0
40089653,1555.0
40089654,1556.0
40089655,1555.0
40089656,1563.0
40089657,1555.0
40089658,1566.0
40089659,1554.0
40089660,1563.0
40089661,1539.0
40089662,1564.0
40089663,1520.0
40089664,1568.0
40089665,1530.0
40089666,1556.0
40089667,1552.0
40089668,1555.0
40089669,1563.0
40089670,1555.0
40089671,1576.0
40089672,1530.0
40089673,1562.0
40089674,1522.0
40089675,1553.0
40089676,1544.0
40089677,1555.0
40089678,1563.0
40089679,1547.0
40089680,1555.0
40089681,1519.0
40089682,1547.0
40089683,1555.0
40089684,1541.0
40089685,1556.0
40089686,1554.0
40089687,1564.0
40089688,1517.0
40089689,1556.0
40089690,1553.0
40089691,1563.0
40089692,1566.0
40089693,1574.0
40089694,1579.0
40089695,1579.0
40089696,1586.0
40089697,1568.0
40089698,1598.0
40089699,1600.0
40089700,1590.0
40089701,1602.0
40089702,1610.0
40089703,1610.0
40089704,1622.0
40089705,1586.0
40089706,1613.0
40089707,1621.0
40089708,1577.0
40089709,1613.0
40089710,1622.0
40089711,1609.0
40089712,1614.0
40089713,1570.0
40089714,1609.0
40089715,1612.0
40089716,1599.0
40089717,1598.0
40089718,1564.0
40089719,1599.0
40089720,1599.0
40089721,1554.0
40089722,1590.0
40089723,1579.0
40089724,1588.0
40089725,1590.0
40089726,1568.0
40089727,1576.0
40089728,1568.0
40089729,1576.0
40089730,1584.0
40089731,1539.0
40089732,1575.0
40089733,1574.0
40089734,1564.0
40089735,1567.0
40089736,1522.0
40089737,1563.0
40089738,1574.0
40089739,1521.0
40089740,1556.0
40089741,1564.0
40089742,1555.0
40089743,1555.0
40089745,1521.0
40089746,1552.0
40089747,1545.0
40089748,1552.0
40089749,1544.0
40089750,1552.0
40089751,1544.0
40089752,1552.0
40089753,1544.0
40089754,1555.0
40089755,1540.0
40089756,1553.0
40089757,1499.0
40089758,1545.0
40089759,1510.0
40089760,1544.0
40089761,1542.0
40089762,1545.0
40089763,1553.0
40089764,1542.0
40089765,1554.0
40089766,1540.0
40089767,1545.0
40089768,1555.0
40089769,1542.0
40089770,1555.0
40089771,1508.0
40089772,1553.0
40089773,1509.0
40089774,1552.0
40089775,1521.0
40089776,1555.0
40089777,1555.0
40089778,1555.0
40089779,1553.0
40089780,1553.0
40089781,1555.0
40089782,1544.0
40089783,1555.0
40089784,1554.0
40089785,1564.0
40089786,1544.0
40089787,1563.0
40089788,1552.0
40089789,1564.0
40089790,1555.0
40089791,1570.0
40089792,1563.0
40089793,1564.0
40089794,1555.0
40089795,1564.0
40089796,1545.0
40089797,1555.0
40089798,1556.0
40089799,1555.0
40089800,1556.0
40089801,1546.0
40089802,1545.0
40089803,1555.0
40089804,1507.0
40089805,1540.0
40089806,1544.0
40089807,1520.0
40089808,1530.0
40089809,1474.0
40089810,1510.0
40089811,1530.0
40089812,1509.0
40089813,1508.0
40089814,1519.0
40089815,1487.0
40089816,1539.0
40089817,1553.0
40089818,1564.0
40089819,1588.0
40089820,1566.0
40089821,1638.0
40089822,1670.0
40089823,1691.0
40089824,1747.0
40089825,1752.0
40089826,1839.0
40089827,1885.0
40089828,1885.0
40089829,1974.0
40089830,2034.0
40089831,2044.0
40089832,2135.0
40089833,2176.0
40089834,2178.0
40089835,2246.0
40089836,2281.0
40089837,2313.0
40089838,2346.0
40089839,2334.0
40089840,2368.0
40089841,2365.0
40089842,2345.0
40089843,2344.0
40089844,2335.0
40089846,2279.0
40089847,2270.0
40089848,2211.0
40089849,2188.0
40089850,2147.0
40089851,2108.0
40089852,2075.0
40089853,2021.0
40089854,1976.0
40089855,1886.0
40089856,1874.0
40089857,1796.0
40089858,1796.0
40089859,1753.0
40089860,1714.0
40089861,1669.0
40089862,1622.0
40089863,1588.0
40089864,1533.0
40089865,1510.0
40089866,1436.0
40089867,1452.0
40089868,1380.0
40089869,1392.0
40089870,1324.0
40089871,1343.0
40089872,1287.0
40089873,1297.0
40089874,1263.0
40089875,1255.0
40089876,1221.0
40089877,1232.0
40089878,1216.0
40089879,1180.0
40089880,1197.0
40089881,1186.0
40089882,1194.0
40089883,1161.0
40089884,1186.0
40089885,1158.0
40089886,1183.0
40089887,1184.0
40089888,1193.0
40089889,1197.0
40089890,1199.0
40089891,1216.0
40089892,1208.0
40089893,1230.0
40089894,1230.0
40089895,1241.0
40089896,1207.0
40089897,1245.0
40089898,1268.0
40089899,1265.0
40089900,1287.0
40089901,1250.0
40089902,1300.0
40089903,1312.0
40089904,1304.0
40089905,1324.0
40089906,1336.0
40089907,1333.0
40089908,1347.0
40089909,1311.0
40089910,1361.0
40089911,1371.0
40089912,1369.0
40089913,1379.0
40089914,1378.0
40089915,1382.0
40089916,1396.0
40089917,1358.0
40089918,1405.0
40089919,1417.0
40089920,1390.0
40089921,1416.0
40089922,1417.0
40089923,1417.0
40089924,1436.0
40089925,1391.0
40089926,1431.0
40089927,1448.0
40089928,1403.0
40089929,1443.0
40089930,1451.0
40089931,1459.0
40089932,1465.0
40089933,1417.0
40089934,1459.0
40089935,1473.0
40089936,1462.0
40089937,1474.0
40089938,1475.0
40089939,1473.0
40089940,1475.0
40089941,1449.0
40089942,1484.0
40089943,1494.0
40089944,1459.0
40089945,1494.0
40089947,1506.0
40089948,1498.0
40089949,1495.0
40089950,1506.0
40089951,1462.0
40089952,1507.0
40089953,1507.0
40089954,1501.0
40089955,1508.0
40089956,1473.0
40089957,1510.0
40089958,1486.0
40089959,1510.0
40089960,1521.0
40089961,1520.0
40089962,1530.0
40089963,1519.0
40089964,1528.0
40089965,1518.0
40089966,1531.0
40089967,1501.0
40089968,1532.0
40089969,1496.0
40089970,1539.0
40089971,1501.0
40089972,1541.0
40089973,1508.0
40089974,1541.0
40089975,1509.0
40089976,1544.0
40089977,1509.0
40089978,1555.0
40089979,1563.0
40089980,1552.0
40089981,1563.0
40089982,1510.0
40089983,1556.0
40089984,1521.0
40089985,1564.0
40089986,1570.0
40089987,1563.0
40089988,1566.0
40089989,1563.0
40089990,1563.0
40089991,1567.0
40089992,1567.0
40089993,1576.0
40089994,1563.0
40089995,1575.0
40089996,1531.0
40089997,1568.0
40089998,1542.0
40089999,1568.0
40090000,1563.0
40090001,1576.0
40090002,1576.0
40090003,1578.0
40090004,1579.0
40090005,1579.0
40090006,1590.0
40090007,1579.0
40090008,1586.0
40090009,1575.0
40090010,1585.0
40090011,1590.0
40090012,1590.0
40090013,1599.0
40090014,1576.0
40090015,1599.0
40090016,1602.0
40090017,1599.0
40090018,1613.0
40090019,1590.0
40090020,1613.0
40090021,1600.0
40090022,1609.0
40090023,1622.0
40090024,1578.0
40090025,1614.0
40090026,1622.0
40090027,1614.0
40090028,1622.0
40090029,1621.0
40090030,1621.0
40090031,1633.0
40090032,1599.0
40090033,1625.0
40090034,1632.0
40090035,1599.0
40090036,1625.0
40090037,1637.0
40090038,1613.0
40090039,1633.0
40090040,1602.0
40090041,1633.0
40090042,1633.0
40090043,1589.0
40090044,1626.0
40090045,1626.0
40090046,1615.0
40090048,1600.0
40090049,1621.0
40090050,1590.0
40090051,1622.0
40090052,1621.0
40090053,1621.0
40090054,1625.0
40090055,1613.0
40090056,1625.0
40090057,1621.0
40090058,1624.0
40090059,1614.0
40090060,1625.0
40090061,1579.0
40090062,1624.0
40090063,1613.0
40090064,1626.0
40090065,1635.0
40090066,1625.0
40090067,1633.0
40090068,1620.0
40090069,1633.0
40090070,1624.0
40090071,1633.0
40090072,1588.0
40090073,1633.0
40090074,1598.0
40090075,1620.0
40090076,1615.0
40090077,1614.0
40090078,1624.0
40090079,1614.0
40090080,1609.0
40090081,1602.0
40090082,1613.0
40090083,1599.0
40090084,1609.0
40090085,1591.0
40090086,1599.0
40090087,1555.0
40090088,1589.0
40090089,1579.0
40090090,1580.0
40090091,1589.0
40090092,1552.0
40090093,1580.0
40090094,1530.0
40090095,1566.0
40090096,1534.0
40090097,1564.0
40090098,1576.0
40090099,1541.0
40090100,1564.0
40090101,1519.0
40090102,1555.0
40090103,1521.0
40090104,1552.0
40090105,1555.0
40090106,1519.0
40090107,1552.0
40090108,1553.0
40090109,1533.0
40090110,1544.0
40090111,1499.0
40090112,1531.0
40090113,1540.0
40090114,1486.0
40090115,1519.0
40090116,1518.0
40090117,1510.0
40090118,1510.0
40090119,1463.0
40090120,1498.0
40090121,1507.0
40090122,1486.0
40090123,1494.0
40090124,1475.0
40090125,1475.0
40090126,1484.0
40090127,1440.0
40090128,1470.0
40090129,1470.0
40090130,1428.0
40090131,1462.0
40090132,1460.0
40090133,1458.0
40090134,1462.0
40090135,1415.0
40090136,1459.0
40090137,1452.0
40090138,1449.0
40090139,1459.0
40090140,1448.0
40090141,1452.0
40090142,1427.0
40090143,1446.0
40090144,1453.0
40090145,1435.0
40090146,1449.0
40090147,1427.0
40090149,1427.0
40090150,1436.0
40090151,1453.0
40090152,1442.0
40090153,1452.0
40090154,1406.0
40090155,1451.0
40090156,1415.0
40090157,1453.0
40090158,1452.0
40090159,1453.0
40090160,1465.0
40090161,1449.0
40090162,1460.0
40090163,1417.0
40090164,1463.0
40090165,1452.0
40090166,1465.0
40090167,1460.0
40090168,1462.0
40090169,1473.0
40090170,1470.0
40090171,1484.0
40090172,1449.0
40090173,1486.0
40090174,1436.0
40090175,1486.0
40090176,1451.0
40090177,1494.0
40090178,1498.0
40090179,1488.0
40090180,1498.0
40090181,1486.0
40090182,1506.0
40090183,1494.0
40090184,1510.0
40090185,1498.0
40090186,1508.0
40090187,1461.0
40090188,1507.0
40090189,1474.0
40090190,1510.0
40090191,1520.0
40090192,1508.0
40090193,1519.0
40090194,1484.0
40090195,1510.0
40090196,1488.0
40090197,1530.0
40090198,1507.0
40090199,1519.0
40090200,1498.0
40090201,1519.0
40090202,1530.0
40090203,1506.0
40090204,1533.0
40090205,1487.0
40090206,1531.0
40090207,1539.0
40090208,1486.0
40090209,1531.0
40090210,1539.0
40090211,1539.0
40090212,1541.0
40090213,1487.0
40090214,1528.0
40090215,1532.0
40090216,1488.0
40090217,1533.0
40090218,1533.0
40090219,1522.0
40090220,1521.0
40090221,1484.0
40090222,1510.0
40090223,1530.0
40090224,1488.0
40090225,1530.0
40090226,1530.0
40090227,1519.0
40090228,1530.0
40090229,1506.0
40090230,1530.0
40090231,1522.0
40090232,1530.0
40090233,1533.0
40090234,1495.0
40090235,1531.0
40090236,1544.0
40090237,1510.0
40090238,1550.0
40090239,1506.0
40090240,1549.0
40090241,1552.0
40090242,1509.0
40090243,1555.0
40090244,1564.0
40090245,1563.0
40090246,1574.0
40090247,1520.0
40090248,1563.0
40090250,1547.0
40090251,1556.0
40090252,1566.0
40090253,1564.0
40090254,1576.0
40090255,1574.0
40090256,1576.0
40090257,1532.0
40090258,1568.0
40090259,1533.0
40090260,1567.0
40090261,1576.0
40090262,1564.0
40090263,1576.0
40090264,1540.0
40090265,1564.0
40090266,1527.0
40090267,1564.0
40090268,1554.0
40090269,1555.0
40090270,1556.0
40090271,1510.0
40090272,1555.0
40090273,1518.0
40090274,1542.0
40090275,1555.0
40090276,1544.0
40090277,1555.0
40090278,1507.0
40090279,1541.0
40090280,1530.0
40090281,1541.0
40090282,1539.0
40090283,1534.0
40090284,1552.0
40090285,1534.0
40090286,1542.0
40090287,1518.0
40090288,1544.0
40090289,1501.0
40090290,1544.0
40090291,1510.0
40090292,1544.0
40090293,1545.0
40090294,1506.0
40090295,1545.0
40090296,1552.0
40090297,1545.0
40090298,1553.0
40090299,1507.0
40090300,1552.0
40090301,1527.0
40090302,1554.0
40090303,1544.0
40090304,1555.0
40090305,1509.0
40090306,1547.0
40090307,1554.0
40090308,1541.0
40090309,1554.0
40090310,1542.0
40090311,1555.0
40090312,1531.0
40090313,1544.0
40090314,1553.0
40090315,1510.0
40090316,1552.0
40090317,1552.0
40090318,1546.0
40090319,1552.0
40090320,1541.0
40090321,1535.0
40090322,1545.0
40090323,1500.0
40090324,1544.0
40090325,1544.0
40090326,1539.0
40090327,1544.0
40090328,1510.0
40090329,1539.0
40090330,1552.0
40090331,1499.0
40090332,1540.0
40090333,1545.0
40090334,1531.0
40090335,1545.0
40090336,1519.0
40090337,1540.0
40090338,1553.0
40090339,1541.0
40090340,1553.0
40090341,1519.0
40090342,1541.0
40090343,1552.0
40090344,1542.0
40090345,1546.0
40090346,1507.0
40090347,1540.0
40090348,1544.0
40090349,1534.0
40090351,1520.0
40090352,1533.0
40090353,1540.0
40090354,1533.0
40090355,1541.0
40090356,1532.0
40090357,1550.0
40090358,1499.0
40090359,1542.0
40090360,1498.0
40090361,1545.0
40090362,1539.0
40090363,1545.0
40090364,1552.0
40090365,1544.0
40090366,1555.0
40090367,1522.0
40090368,1555.0
40090369,1518.0
40090370,1554.0
40090371,1555.0
40090372,1540.0
40090373,1555.0
40090374,1510.0
40090375,1555.0
40090376,1518.0
40090377,1555.0
40090378,1554.0
40090379,1544.0
40090380,1555.0
40090381,1547.0
40090382,1555.0
40090383,1553.0
40090384,1555.0
40090385,1510.0
40090386,1552.0
40090387,1520.0
40090388,1555.0
40090389,1545.0
40090390,1555.0
40090391,1555.0
40090392,1553.0
40090393,1563.0
40090394,1546.0
40090395,1563.0
40090396,1518.0
40090397,1555.0
40090398,1563.0
40090399,1555.0
40090400,1563.0
40090401,1510.0
40090402,1533.0
40090403,1555.0
40090404,1533.0
40090405,1556.0
40090406,1555.0
40090407,1555.0
40090408,1510.0
40090409,1552.0
40090410,1555.0
40090411,1509.0
40090412,1553.0
40090413,1556.0
40090414,1544.0
40090415,1555.0
40090416,1510.0
40090417,1552.0
40090418,1555.0
40090419,1530.0
40090420,1553.0
40090421,1552.0
40090422,1544.0
40090423,1555.0
40090424,1501.0
40090425,1542.0
40090426,1545.0
40090427,1541.0
40090428,1552.0
40090429,1508.0
40090430,1544.0
40090431,1555.0
40090432,1519.0
40090433,1541.0
40090434,1533.0
40090435,1550.0
40090436,1555.0
40090437,1533.0
40090438,1563.0
40090439,1564.0
40090440,1555.0
40090441,1564.0
