,Device 2
40082279,1637.0
40082280,1637.0
40082281,1634.0
40082282,1644.0
40082283,1637.0
40082284,1644.0
40082285,1635.0
40082286,1644.0
40082287,1632.0
40082288,1637.0
40082289,1589.0
40082290,1632.0
40082291,1602.0
40082292,1625.0
40082293,1621.0
40082294,1614.0
40082295,1622.0
40082296,1612.0
40082297,1613.0
40082298,1609.0
40082299,1610.0
40082300,1599.0
40082301,1603.0
40082302,1599.0
40082303,1599.0
40082304,1597.0
40082305,1598.0
40082306,1544.0
40082307,1579.0
40082308,1567.0
40082309,1579.0
40082310,1579.0
40082311,1576.0
40082312,1564.0
40082313,1564.0
40082314,1554.0
40082315,1556.0
40082316,1555.0
40082317,1553.0
40082318,1563.0
40082319,1552.0
40082320,1542.0
40082321,1544.0
40082322,1528.0
40082323,1521.0
40082324,1495.0
40082325,1532.0
40082326,1485.0
40082327,1521.0
40082328,1475.0
40082329,1519.0
40082330,1528.0
40082331,1474.0
40082332,1508.0
40082333,1510.0
40082334,1498.0
40082335,1498.0
40082336,1487.0
40082337,1493.0
40082338,1452.0
40082339,1475.0
40082340,1484.0
40082341,1471.0
40082342,1475.0
40082343,1426.0
40082344,1465.0
40082345,1462.0
40082346,1458.0
40082347,1462.0
40082348,1440.0
40082349,1450.0
40082350,1435.0
40082351,1443.0
40082352,1448.0
40082353,1438.0
40082354,1442.0
40082355,1403.0
40082356,1428.0
40082357,1435.0
40082358,1427.0
40082359,1441.0
40082360,1427.0
40082361,1436.0
40082362,1395.0
40082363,1430.0
40082364,1440.0
40082365,1435.0
40082366,1449.0
40082367,1391.0
40082369,1417.0
40082370,1440.0
40082371,1450.0
40082372,1436.0
40082373,1449.0
40082374,1405.0
40082375,1452.0
40082376,1415.0
40082377,1449.0
40082378,1415.0
40082379,1449.0
40082380,1416.0
40082381,1450.0
40082382,1424.0
40082383,1452.0
40082384,1449.0
40082385,1449.0
40082386,1451.0
40082387,1450.0
40082388,1459.0
40082389,1452.0
40082390,1459.0
40082391,1443.0
40082392,1460.0
40082393,1452.0
40082394,1462.0
40082395,1458.0
40082396,1471.0
40082397,1462.0
40082398,1474.0
40082399,1463.0
40082400,1482.0
40082401,1473.0
40082402,1484.0
40082403,1484.0
40082404,1498.0
40082405,1493.0
40082406,1506.0
40082407,1459.0
40082408,1501.0
40082409,1501.0
40082410,1508.0
40082411,1521.0
40082412,1510.0
40082413,1530.0
40082414,1518.0
40082415,1533.0
40082416,1522.0
40082417,1532.0
40082418,1520.0
40082419,1531.0
40082420,1522.0
40082421,1530.0
40082422,1533.0
40082423,1530.0
40082424,1533.0
40082425,1521.0
40082426,1530.0
40082427,1521.0
40082428,1530.0
40082429,1533.0
40082430,1486.0
40082431,1523.0
40082432,1518.0
40082433,1521.0
40082434,1528.0
40082435,1484.0
40082436,1528.0
40082437,1498.0
40082438,1530.0
40082439,1531.0
40082440,1527.0
40082441,1530.0
40082442,1485.0
40082443,1530.0
40082444,1540.0
40082445,1522.0
40082446,1535.0
40082447,1486.0
40082448,1532.0
40082449,1531.0
40082450,1533.0
40082451,1539.0
40082452,1509.0
40082453,1540.0
40082454,1530.0
40082455,1539.0
40082456,1544.0
40082457,1533.0
40082458,1544.0
40082459,1508.0
40082460,1540.0
40082461,1533.0
40082462,1534.0
40082463,1541.0
40082464,1508.0
40082465,1544.0
40082466,1521.0
40082467,1540.0
40082468,1542.0
40082470,1531.0
40082471,1530.0
40082472,1530.0
40082473,1534.0
40082474,1540.0
40082475,1533.0
40082476,1539.0
40082477,1520.0
40082478,1534.0
40082479,1533.0
40082480,1533.0
40082481,1544.0
40082482,1541.0
40082483,1552.0
40082484,1544.0
40082485,1552.0
40082486,1542.0
40082487,1553.0
40082488,1544.0
40082489,1555.0
40082490,1554.0
40082491,1563.0
40082492,1520.0
40082493,1562.0
40082494,1519.0
40082495,1563.0
40082496,1533.0
40082497,1566.0
40082498,1553.0
40082499,1566.0
40082500,1564.0
40082501,1564.0
40082502,1568.0
40082503,1563.0
40082504,1568.0
40082505,1555.0
40082506,1564.0
40082507,1528.0
40082508,1563.0
40082509,1520.0
40082510,1563.0
40082511,1519.0
40082512,1552.0
40082513,1555.0
40082514,1541.0
40082515,1545.0
40082516,1542.0
40082517,1554.0
40082518,1544.0
40082519,1552.0
40082520,1540.0
40082521,1541.0
40082522,1521.0
40082523,1545.0
40082524,1510.0
40082525,1544.0
40082526,1534.0
40082527,1501.0
40082528,1544.0
40082529,1552.0
40082530,1544.0
40082531,1553.0
40082532,1539.0
40082533,1552.0
40082534,1500.0
40082535,1552.0
40082536,1554.0
40082537,1544.0
40082538,1546.0
40082539,1539.0
40082540,1544.0
40082541,1510.0
40082542,1544.0
40082543,1553.0
40082544,1509.0
40082545,1544.0
40082546,1539.0
40082547,1544.0
40082548,1552.0
40082549,1509.0
40082550,1553.0
40082551,1545.0
40082552,1544.0
40082553,1555.0
40082554,1552.0
40082555,1555.0
40082556,1554.0
40082557,1555.0
40082558,1564.0
40082559,1519.0
40082560,1556.0
40082561,1563.0
40082562,1564.0
40082563,1570.0
40082564,1528.0
40082565,1564.0
40082566,1546.0
40082567,1564.0
40082568,1576.0
40082569,1564.0
40082571,1556.0
40082572,1563.0
40082573,1533.0
40082574,1566.0
40082575,1554.0
40082576,1564.0
40082577,1563.0
40082578,1566.0
40082579,1575.0
40082580,1564.0
40082581,1568.0
40082582,1520.0
40082583,1566.0
40082584,1530.0
40082585,1563.0
40082586,1545.0
40082587,1552.0
40082588,1542.0
40082589,1552.0
40082590,1552.0
40082591,1540.0
40082592,1540.0
40082593,1539.0
40082594,1542.0
40082595,1533.0
40082596,1541.0
40082597,1530.0
40082598,1535.0
40082599,1522.0
40082600,1540.0
40082601,1533.0
40082602,1542.0
40082603,1510.0
40082604,1545.0
40082605,1498.0
40082606,1545.0
40082607,1510.0
40082608,1553.0
40082609,1555.0
40082610,1555.0
40082611,1567.0
40082612,1556.0
40082613,1576.0
40082614,1552.0
40082615,1574.0
40082616,1570.0
40082617,1576.0
40082618,1589.0
40082619,1578.0
40082620,1599.0
40082621,1588.0
40082622,1576.0
40082623,1598.0
40082624,1555.0
40082625,1586.0
40082626,1579.0
40082627,1579.0
40082628,1589.0
40082629,1577.0
40082630,1590.0
40082631,1588.0
40082632,1577.0
40082633,1588.0
40082634,1544.0
40082635,1576.0
40082636,1577.0
40082637,1564.0
40082638,1577.0
40082639,1563.0
40082640,1566.0
40082641,1528.0
40082642,1564.0
40082643,1564.0
40082644,1552.0
40082645,1563.0
40082646,1553.0
40082647,1555.0
40082648,1552.0
40082649,1555.0
40082650,1509.0
40082651,1553.0
40082652,1554.0
40082653,1542.0
40082654,1546.0
40082655,1533.0
40082656,1552.0
40082657,1540.0
40082658,1544.0
40082659,1546.0
40082660,1539.0
40082661,1544.0
40082662,1498.0
40082663,1540.0
40082664,1539.0
40082665,1531.0
40082666,1540.0
40082667,1532.0
40082668,1540.0
40082669,1501.0
40082670,1540.0
40082672,1532.0
40082673,1540.0
40082674,1530.0
40082675,1544.0
40082676,1533.0
40082677,1545.0
40082678,1531.0
40082679,1544.0
40082680,1508.0
40082681,1552.0
40082682,1510.0
40082683,1555.0
40082684,1552.0
40082685,1555.0
40082686,1509.0
40082687,1555.0
40082688,1508.0
40082689,1555.0
40082690,1530.0
40082691,1555.0
40082692,1554.0
40082693,1553.0
40082694,1555.0
40082695,1544.0
40082696,1556.0
40082697,1544.0
40082698,1554.0
40082699,1545.0
40082700,1553.0
40082701,1540.0
40082702,1555.0
40082703,1540.0
40082704,1552.0
40082705,1533.0
40082706,1544.0
40082707,1507.0
40082708,1546.0
40082709,1508.0
40082710,1553.0
40082711,1539.0
40082712,1540.0
40082713,1508.0
40082714,1539.0
40082715,1544.0
40082716,1534.0
40082717,1540.0
40082718,1496.0
40082719,1535.0
40082720,1487.0
40082721,1530.0
40082722,1509.0
40082723,1520.0
40082724,1530.0
40082725,1510.0
40082726,1520.0
40082727,1507.0
40082728,1501.0
40082729,1506.0
40082730,1500.0
40082731,1486.0
40082732,1487.0
40082733,1496.0
40082734,1484.0
40082735,1508.0
40082736,1482.0
40082737,1522.0
40082738,1545.0
40082739,1552.0
40082740,1586.0
40082741,1590.0
40082742,1644.0
40082743,1638.0
40082744,1692.0
40082745,1753.0
40082746,1797.0
40082747,1850.0
40082748,1851.0
40082749,1929.0
40082750,1975.0
40082751,2021.0
40082752,2076.0
40082753,2088.0
40082754,2148.0
40082755,2170.0
40082756,2222.0
40082757,2258.0
40082758,2223.0
40082759,2258.0
40082760,2268.0
40082761,2272.0
40082762,2268.0
40082763,2223.0
40082764,2228.0
40082765,2215.0
40082766,2157.0
40082767,2169.0
40082768,2137.0
40082769,2089.0
40082770,2053.0
40082771,1965.0
40082773,1888.0
40082774,1885.0
40082775,1817.0
40082776,1798.0
40082777,1771.0
40082778,1722.0
40082779,1701.0
40082780,1658.0
40082781,1644.0
40082782,1609.0
40082783,1585.0
40082784,1539.0
40082785,1510.0
40082786,1474.0
40082787,1462.0
40082788,1436.0
40082789,1428.0
40082790,1379.0
40082791,1394.0
40082792,1323.0
40082793,1347.0
40082794,1297.0
40082795,1315.0
40082796,1304.0
40082797,1290.0
40082798,1286.0
40082799,1266.0
40082800,1265.0
40082801,1253.0
40082802,1256.0
40082803,1244.0
40082804,1252.0
40082805,1232.0
40082806,1242.0
40082807,1241.0
40082808,1253.0
40082809,1242.0
40082810,1254.0
40082811,1209.0
40082812,1255.0
40082813,1219.0
40082814,1264.0
40082815,1279.0
40082816,1278.0
40082817,1297.0
40082818,1280.0
40082819,1297.0
40082820,1264.0
40082821,1309.0
40082822,1316.0
40082823,1324.0
40082824,1297.0
40082825,1332.0
40082826,1344.0
40082827,1308.0
40082828,1357.0
40082829,1326.0
40082830,1369.0
40082831,1343.0
40082832,1380.0
40082833,1384.0
40082834,1348.0
40082835,1395.0
40082836,1406.0
40082837,1408.0
40082838,1426.0
40082839,1417.0
40082840,1427.0
40082841,1403.0
40082842,1435.0
40082843,1449.0
40082844,1403.0
40082845,1448.0
40082846,1453.0
40082847,1451.0
40082848,1465.0
40082849,1428.0
40082850,1470.0
40082851,1471.0
40082852,1465.0
40082853,1473.0
40082854,1440.0
40082855,1475.0
40082856,1484.0
40082857,1484.0
40082858,1485.0
40082859,1462.0
40082860,1494.0
40082861,1499.0
40082862,1459.0
40082863,1499.0
40082864,1488.0
40082865,1499.0
40082866,1506.0
40082867,1498.0
40082868,1508.0
40082869,1471.0
40082870,1508.0
40082871,1517.0
40082872,1510.0
40082874,1482.0
40082875,1510.0
40082876,1523.0
40082877,1520.0
40082878,1521.0
40082879,1518.0
40082880,1531.0
40082881,1520.0
40082882,1539.0
40082883,1530.0
40082884,1540.0
40082885,1530.0
40082886,1540.0
40082887,1530.0
40082888,1540.0
40082889,1539.0
40082890,1545.0
40082891,1533.0
40082892,1553.0
40082893,1540.0
40082894,1555.0
40082895,1547.0
40082896,1563.0
40082897,1552.0
40082898,1554.0
40082899,1553.0
40082900,1556.0
40082901,1552.0
40082902,1567.0
40082903,1540.0
40082904,1566.0
40082905,1522.0
40082906,1564.0
40082907,1530.0
40082908,1563.0
40082909,1542.0
40082910,1563.0
40082911,1552.0
40082912,1564.0
40082913,1556.0
40082914,1564.0
40082915,1576.0
40082916,1577.0
40082917,1586.0
40082918,1568.0
40082919,1578.0
40082920,1534.0
40082921,1585.0
40082922,1576.0
40082923,1586.0
40082924,1591.0
40082925,1578.0
40082926,1584.0
40082927,1599.0
40082928,1588.0
40082929,1602.0
40082930,1590.0
40082931,1598.0
40082932,1613.0
40082933,1609.0
40082934,1622.0
40082935,1585.0
40082936,1621.0
40082937,1624.0
40082938,1612.0
40082939,1622.0
40082940,1588.0
40082941,1625.0
40082942,1639.0
40082943,1632.0
40082944,1638.0
40082945,1614.0
40082946,1625.0
40082947,1637.0
40082948,1588.0
40082949,1644.0
40082950,1644.0
40082951,1633.0
40082952,1644.0
40082953,1599.0
40082954,1646.0
40082955,1638.0
40082956,1635.0
40082957,1638.0
40082958,1599.0
40082959,1638.0
40082960,1643.0
40082961,1634.0
40082962,1637.0
40082963,1599.0
40082964,1637.0
40082965,1637.0
40082966,1625.0
40082967,1633.0
40082968,1589.0
40082969,1633.0
40082970,1644.0
40082971,1621.0
40082972,1626.0
40082973,1621.0
40082975,1588.0
40082976,1588.0
40082977,1626.0
40082978,1600.0
40082979,1625.0
40082980,1633.0
40082981,1625.0
40082982,1637.0
40082983,1632.0
40082984,1637.0
40082985,1625.0
40082986,1633.0
40082987,1632.0
40082988,1644.0
40082989,1633.0
40082990,1645.0
40082991,1626.0
40082992,1638.0
40082993,1635.0
40082994,1637.0
40082995,1626.0
40082996,1634.0
40082997,1626.0
40082998,1633.0
40082999,1620.0
40083000,1625.0
40083001,1588.0
40083002,1614.0
40083003,1568.0
40083004,1613.0
40083005,1568.0
40083006,1599.0
40083007,1579.0
40083008,1588.0
40083009,1590.0
40083010,1555.0
40083011,1588.0
40083012,1531.0
40083013,1575.0
40083014,1532.0
40083015,1564.0
40083016,1546.0
40083017,1554.0
40083018,1555.0
40083019,1501.0
40083020,1539.0
40083021,1499.0
40083022,1530.0
40083023,1521.0
40083024,1510.0
40083025,1470.0
40083026,1487.0
40083027,1498.0
40083028,1506.0
40083029,1490.0
40083030,1495.0
40083031,1449.0
40083032,1475.0
40083033,1484.0
40083034,1430.0
40083035,1475.0
40083036,1452.0
40083037,1465.0
40083038,1471.0
40083039,1449.0
40083040,1451.0
40083041,1427.0
40083042,1448.0
40083043,1452.0
40083044,1435.0
40083045,1449.0
40083046,1403.0
40083047,1436.0
40083048,1442.0
40083049,1428.0
40083050,1438.0
40083051,1427.0
40083052,1435.0
40083053,1392.0
40083054,1427.0
40083055,1425.0
40083056,1427.0
40083057,1438.0
40083058,1427.0
40083059,1431.0
40083060,1390.0
40083061,1428.0
40083062,1440.0
40083063,1435.0
40083064,1441.0
40083065,1435.0
40083066,1436.0
40083067,1405.0
40083068,1440.0
40083069,1452.0
40083070,1438.0
40083071,1453.0
40083072,1407.0
40083073,1449.0
40083074,1465.0
40083076,1442.0
40083077,1450.0
40083078,1462.0
40083079,1428.0
40083080,1463.0
40083081,1427.0
40083082,1463.0
40083083,1462.0
40083084,1465.0
40083085,1462.0
40083086,1465.0
40083087,1474.0
40083088,1473.0
40083089,1485.0
40083090,1470.0
40083091,1486.0
40083092,1473.0
40083093,1485.0
40083094,1450.0
40083095,1498.0
40083096,1459.0
40083097,1509.0
40083098,1474.0
40083099,1508.0
40083100,1510.0
40083101,1519.0
40083102,1532.0
40083103,1540.0
40083104,1510.0
40083105,1545.0
40083106,1540.0
40083107,1555.0
40083108,1564.0
40083109,1564.0
40083110,1570.0
40083111,1564.0
40083112,1576.0
40083113,1566.0
40083114,1579.0
40083115,1544.0
40083116,1575.0
40083117,1585.0
40083118,1576.0
40083119,1575.0
40083120,1530.0
40083121,1564.0
40083122,1523.0
40083123,1555.0
40083124,1532.0
40083125,1547.0
40083126,1555.0
40083127,1533.0
40083128,1541.0
40083129,1539.0
40083130,1540.0
40083131,1544.0
40083132,1530.0
40083133,1540.0
40083134,1521.0
40083135,1533.0
40083136,1540.0
40083137,1530.0
40083138,1535.0
40083139,1499.0
40083140,1533.0
40083141,1508.0
40083142,1534.0
40083143,1544.0
40083144,1532.0
40083145,1540.0
40083146,1510.0
40083147,1531.0
40083148,1541.0
40083149,1532.0
40083150,1539.0
40083151,1507.0
40083152,1533.0
40083153,1544.0
40083154,1518.0
40083155,1540.0
40083156,1545.0
40083157,1541.0
40083158,1545.0
40083159,1501.0
40083160,1544.0
40083161,1552.0
40083162,1544.0
40083163,1555.0
40083164,1510.0
40083165,1546.0
40083166,1555.0
40083167,1546.0
40083168,1555.0
40083169,1523.0
40083170,1554.0
40083171,1566.0
40083172,1531.0
40083173,1563.0
40083174,1530.0
40083175,1555.0
40083177,1556.0
40083178,1556.0
40083179,1563.0
40083180,1555.0
40083181,1564.0
40083182,1554.0
40083183,1564.0
40083184,1553.0
40083185,1564.0
40083186,1555.0
40083187,1552.0
40083188,1554.0
40083189,1556.0
40083190,1555.0
40083191,1555.0
40083192,1542.0
40083193,1562.0
40083194,1517.0
40083195,1555.0
40083196,1527.0
40083197,1563.0
40083198,1509.0
40083199,1555.0
40083200,1509.0
40083201,1553.0
40083202,1530.0
40083203,1555.0
40083204,1540.0
40083205,1542.0
40083206,1518.0
40083207,1552.0
40083208,1520.0
40083209,1552.0
40083210,1540.0
40083211,1544.0
40083212,1555.0
40083213,1544.0
40083214,1555.0
40083215,1544.0
40083216,1556.0
40083217,1545.0
40083218,1555.0
40083219,1541.0
40083220,1553.0
40083221,1552.0
40083222,1563.0
40083223,1510.0
40083224,1555.0
40083225,1540.0
40083226,1554.0
40083227,1540.0
40083228,1550.0
40083229,1541.0
40083230,1540.0
40083231,1509.0
40083232,1544.0
40083233,1531.0
40083234,1541.0
40083235,1552.0
40083236,1498.0
40083237,1544.0
40083238,1547.0
40083239,1534.0
40083240,1544.0
40083241,1501.0
40083242,1545.0
40083243,1554.0
40083244,1540.0
40083245,1545.0
40083246,1499.0
40083247,1540.0
40083248,1545.0
40083249,1544.0
40083250,1553.0
40083251,1498.0
40083252,1545.0
40083253,1531.0
40083254,1542.0
40083255,1553.0
40083256,1541.0
40083257,1554.0
40083258,1508.0
40083259,1544.0
40083260,1554.0
40083261,1530.0
40083262,1553.0
40083263,1552.0
40083264,1552.0
40083265,1563.0
40083266,1510.0
40083267,1552.0
40083268,1556.0
40083269,1555.0
40083270,1576.0
40083271,1552.0
40083272,1567.0
40083273,1520.0
40083274,1567.0
40083275,1570.0
40083276,1562.0
40083278,1563.0
40083279,1564.0
40083280,1575.0
40083281,1567.0
40083282,1588.0
40083283,1568.0
40083284,1577.0
40083285,1564.0
40083286,1576.0
40083287,1564.0
40083288,1578.0
40083289,1576.0
40083290,1579.0
40083291,1567.0
40083292,1576.0
40083293,1563.0
40083294,1564.0
40083295,1563.0
40083296,1570.0
40083297,1533.0
40083298,1566.0
40083299,1531.0
40083300,1556.0
40083301,1519.0
40083302,1555.0
40083303,1508.0
40083304,1545.0
40083305,1507.0
40083306,1542.0
40083307,1530.0
40083308,1533.0
40083309,1540.0
40083310,1539.0
40083311,1520.0
40083312,1522.0
40083313,1533.0
40083314,1521.0
40083315,1530.0
40083316,1517.0
40083317,1522.0
40083318,1482.0
40083319,1522.0
40083320,1495.0
40083321,1510.0
40083322,1510.0
40083323,1509.0
40083324,1510.0
40083325,1501.0
40083326,1519.0
40083327,1509.0
40083328,1510.0
40083329,1501.0
40083330,1510.0
40083331,1510.0
40083332,1499.0
40083333,1496.0
40083334,1510.0
40083335,1507.0
40083336,1510.0
40083337,1510.0
40083338,1484.0
40083339,1519.0
40083340,1522.0
40083341,1510.0
40083342,1522.0
40083343,1484.0
40083344,1530.0
40083345,1530.0
40083346,1519.0
40083347,1530.0
40083348,1510.0
40083349,1531.0
40083350,1487.0
40083351,1523.0
40083352,1530.0
40083353,1498.0
40083354,1519.0
40083355,1519.0
40083356,1519.0
40083357,1530.0
40083358,1484.0
40083359,1522.0
40083360,1510.0
40083361,1519.0
40083362,1530.0
40083363,1485.0
40083364,1522.0
40083365,1510.0
40083366,1510.0
40083367,1522.0
40083368,1474.0
40083369,1519.0
40083370,1521.0
40083371,1518.0
40083372,1523.0
40083373,1508.0
40083374,1521.0
40083375,1494.0
40083376,1520.0
40083377,1530.0
40083379,1470.0
40083380,1519.0
40083381,1475.0
40083382,1530.0
40083383,1487.0
40083384,1518.0
40083385,1518.0
40083386,1510.0
40083387,1518.0
40083388,1508.0
40083389,1510.0
40083390,1507.0
40083391,1510.0
40083392,1496.0
40083393,1500.0
40083394,1484.0
40083395,1495.0
40083396,1484.0
40083397,1484.0
40083398,1451.0
40083399,1482.0
40083400,1471.0
40083401,1484.0
40083402,1440.0
40083403,1494.0
40083404,1462.0
40083405,1507.0
40083406,1506.0
40083407,1544.0
40083408,1552.0
40083409,1599.0
40083410,1634.0
40083411,1655.0
40083412,1689.0
40083413,1726.0
40083414,1786.0
40083415,1806.0
40083416,1894.0
40083417,1894.0
40083418,1964.0
40083419,1967.0
40083420,2048.0
40083421,2064.0
40083422,2133.0
40083423,2170.0
40083424,2199.0
40083425,2225.0
40083426,2225.0
40083427,2237.0
40083428,2225.0
40083429,2238.0
40083430,2238.0
40083431,2211.0
40083432,2199.0
40083433,2182.0
40083434,2157.0
40083435,2143.0
40083436,2113.0
40083437,2021.0
40083438,2021.0
40083439,1986.0
40083440,1942.0
40083441,1908.0
40083442,1863.0
40083443,1821.0
40083444,1795.0
40083445,1716.0
40083446,1716.0
40083447,1694.0
40083448,1655.0
40083449,1634.0
40083450,1567.0
40083451,1589.0
40083452,1555.0
40083453,1519.0
40083454,1507.0
40083455,1450.0
40083456,1465.0
40083457,1418.0
40083458,1435.0
40083459,1416.0
40083460,1390.0
40083461,1382.0
40083462,1322.0
40083463,1356.0
40083464,1326.0
40083465,1324.0
40083466,1320.0
40083467,1300.0
40083468,1300.0
40083469,1244.0
40083470,1279.0
40083471,1268.0
40083472,1276.0
40083473,1278.0
40083474,1266.0
40083475,1277.0
40083476,1240.0
40083477,1268.0
40083478,1277.0
40083480,1268.0
40083481,1231.0
40083482,1279.0
40083483,1243.0
40083484,1292.0
40083485,1244.0
40083486,1290.0
40083487,1254.0
40083488,1300.0
40083489,1275.0
40083490,1311.0
40083491,1301.0
40083492,1315.0
40083493,1308.0
40083494,1326.0
40083495,1297.0
40083496,1337.0
40083497,1304.0
40083498,1348.0
40083499,1344.0
40083500,1348.0
40083501,1369.0
40083502,1367.0
40083503,1371.0
40083504,1371.0
40083505,1384.0
40083506,1381.0
40083507,1394.0
40083508,1370.0
40083509,1406.0
40083510,1369.0
40083511,1414.0
40083512,1378.0
40083513,1417.0
40083514,1417.0
40083515,1426.0
40083516,1424.0
40083517,1427.0
40083518,1448.0
40083519,1440.0
40083520,1452.0
40083521,1450.0
40083522,1459.0
40083523,1451.0
40083524,1459.0
40083525,1452.0
40083526,1471.0
40083527,1463.0
40083528,1474.0
40083529,1471.0
40083530,1475.0
40083531,1459.0
40083532,1453.0
40083533,1484.0
40083534,1446.0
40083535,1476.0
40083536,1496.0
40083537,1460.0
40083538,1501.0
40083539,1510.0
40083540,1499.0
40083541,1509.0
40083542,1484.0
40083543,1521.0
40083544,1499.0
40083545,1521.0
40083546,1531.0
40083547,1531.0
40083548,1540.0
40083549,1501.0
40083550,1540.0
40083551,1532.0
40083552,1540.0
40083553,1545.0
40083554,1533.0
40083555,1544.0
40083556,1508.0
40083557,1553.0
40083558,1552.0
40083559,1544.0
40083560,1555.0
40083561,1533.0
40083562,1554.0
40083563,1510.0
40083564,1544.0
40083565,1552.0
40083566,1540.0
40083567,1555.0
40083568,1534.0
40083569,1553.0
40083570,1555.0
40083571,1507.0
40083572,1545.0
40083573,1553.0
40083574,1540.0
40083575,1554.0
40083576,1509.0
40083577,1555.0
40083578,1542.0
40083579,1552.0
40083581,1540.0
40083582,1544.0
40083583,1553.0
40083584,1555.0
40083585,1555.0
40083586,1552.0
40083587,1564.0
40083588,1553.0
40083589,1566.0
40083590,1555.0
40083591,1574.0
40083592,1533.0
40083593,1564.0
40083594,1531.0
40083595,1568.0
40083596,1533.0
40083597,1576.0
40083598,1544.0
40083599,1576.0
40083600,1555.0
40083601,1576.0
40083602,1586.0
40083603,1576.0
40083604,1576.0
40083605,1577.0
40083606,1576.0
40083607,1576.0
40083608,1589.0
40083609,1578.0
40083610,1590.0
40083611,1579.0
40083612,1598.0
40083613,1555.0
40083614,1590.0
40083615,1564.0
40083616,1599.0
40083617,1590.0
40083618,1600.0
40083619,1610.0
40083620,1599.0
40083621,1610.0
40083622,1609.0
40083623,1621.0
40083624,1609.0
40083625,1613.0
40083626,1598.0
40083627,1609.0
40083628,1563.0
40083629,1613.0
40083630,1576.0
40083631,1613.0
40083632,1591.0
40083633,1599.0
40083634,1575.0
40083635,1610.0
40083636,1599.0
40083637,1598.0
40083638,1609.0
40083639,1574.0
40083640,1599.0
40083641,1603.0
40083642,1568.0
40083643,1610.0
40083644,1613.0
40083645,1603.0
40083646,1613.0
40083647,1564.0
40083648,1602.0
40083649,1612.0
40083650,1599.0
40083651,1610.0
40083652,1578.0
40083653,1599.0
40083654,1613.0
40083655,1599.0
40083656,1612.0
40083657,1600.0
40083658,1599.0
40083659,1564.0
40083660,1592.0
40083661,1599.0
40083662,1564.0
40083663,1597.0
40083664,1590.0
40083665,1588.0
40083666,1591.0
40083667,1545.0
40083668,1578.0
40083669,1588.0
40083670,1564.0
40083671,1568.0
40083672,1567.0
40083673,1564.0
40083674,1576.0
40083675,1530.0
40083676,1555.0
40083677,1554.0
40083678,1544.0
40083679,1552.0
40083680,1501.0
40083682,1530.0
40083683,1523.0
40083684,1510.0
40083685,1510.0
40083686,1510.0
40083687,1508.0
40083688,1506.0
40083689,1508.0
40083690,1501.0
40083691,1494.0
40083692,1482.0
40083693,1487.0
40083694,1462.0
40083695,1485.0
40083696,1471.0
40083697,1482.0
40083698,1441.0
40083699,1471.0
40083700,1465.0
40083701,1461.0
40083702,1463.0
40083703,1462.0
40083704,1462.0
40083705,1453.0
40083706,1460.0
40083707,1440.0
40083708,1459.0
40083709,1452.0
40083710,1452.0
40083711,1451.0
40083712,1440.0
40083713,1450.0
40083714,1450.0
40083715,1453.0
40083716,1452.0
40083717,1451.0
40083718,1453.0
40083719,1453.0
40083720,1451.0
40083721,1462.0
40083722,1436.0
40083723,1465.0
40083724,1430.0
40083725,1461.0
40083726,1436.0
40083727,1462.0
40083728,1459.0
40083729,1462.0
40083730,1441.0
40083731,1462.0
40083732,1451.0
40083733,1431.0
40083734,1431.0
40083735,1458.0
