,Device 1
40751359,1533.0
40751360,1564.0
40751361,1568.0
40751362,1568.0
40751363,1522.0
40751364,1564.0
40751365,1568.0
40751366,1555.0
40751367,1531.0
40751368,1564.0
40751369,1563.0
40751370,1563.0
40751371,1519.0
40751372,1555.0
40751373,1563.0
40751374,1555.0
40751375,1510.0
40751376,1555.0
40751377,1563.0
40751378,1554.0
40751379,1552.0
40751380,1555.0
40751381,1563.0
40751382,1510.0
40751383,1554.0
40751384,1563.0
40751385,1555.0
40751386,1519.0
40751387,1564.0
40751388,1567.0
40751389,1568.0
40751390,1518.0
40751391,1555.0
40751392,1555.0
40751393,1564.0
40751394,1575.0
40751395,1533.0
40751396,1564.0
40751397,1576.0
40751398,1564.0
40751399,1530.0
40751400,1564.0
40751401,1575.0
40751402,1575.0
40751403,1567.0
40751404,1578.0
40751405,1566.0
40751406,1530.0
40751407,1574.0
40751408,1579.0
40751409,1577.0
40751410,1579.0
40751411,1589.0
40751412,1590.0
40751414,1555.0
40751415,1590.0
40751416,1597.0
40751417,1555.0
40751418,1599.0
40751419,1610.0
40751420,1590.0
40751421,1602.0
40751422,1613.0
40751423,1621.0
40751424,1568.0
40751425,1614.0
40751426,1625.0
40751427,1598.0
40751428,1577.0
40751429,1621.0
40751430,1625.0
40751431,1613.0
40751432,1613.0
40751433,1624.0
40751434,1625.0
40751435,1578.0
40751436,1621.0
40751437,1626.0
40751438,1622.0
40751439,1614.0
40751440,1625.0
40751441,1625.0
40751442,1578.0
40751443,1620.0
40751444,1624.0
40751445,1599.0
40751446,1612.0
40751447,1624.0
40751448,1625.0
40751449,1576.0
40751450,1609.0
40751451,1614.0
40751452,1614.0
40751453,1567.0
40751454,1599.0
40751455,1612.0
40751456,1609.0
40751457,1567.0
40751458,1603.0
40751459,1600.0
40751460,1579.0
40751461,1574.0
40751462,1599.0
40751463,1603.0
40751464,1568.0
40751465,1555.0
40751466,1603.0
40751467,1602.0
40751468,1592.0
40751469,1599.0
40751470,1610.0
40751471,1600.0
40751472,1609.0
40751473,1602.0
40751474,1599.0
40751475,1568.0
40751476,1555.0
40751477,1566.0
40751478,1590.0
40751479,1590.0
40751480,1599.0
40751481,1598.0
40751482,1599.0
40751483,1602.0
40751484,1599.0
40751485,1564.0
40751486,1555.0
40751487,1555.0
40751488,1553.0
40751489,1566.0
40751490,1586.0
40751491,1590.0
40751492,1577.0
40751493,1578.0
40751494,1588.0
40751495,1586.0
40751496,1546.0
40751497,1590.0
40751498,1590.0
40751499,1545.0
40751500,1555.0
40751501,1589.0
40751502,1586.0
40751503,1589.0
40751504,1592.0
40751505,1598.0
40751506,1597.0
40751507,1579.0
40751508,1553.0
40751509,1552.0
40751510,1564.0
40751511,1579.0
40751512,1584.0
40751513,1588.0
40751515,1566.0
40751516,1588.0
40751517,1544.0
40751518,1576.0
40751519,1579.0
40751520,1577.0
40751521,1540.0
40751522,1579.0
40751523,1579.0
40751524,1544.0
40751525,1564.0
40751526,1568.0
40751527,1568.0
40751528,1528.0
40751529,1564.0
40751530,1564.0
40751531,1510.0
40751532,1545.0
40751533,1552.0
40751534,1546.0
40751535,1530.0
40751536,1532.0
40751537,1530.0
40751538,1484.0
40751539,1522.0
40751540,1522.0
40751541,1484.0
40751542,1516.0
40751543,1530.0
40751544,1544.0
40751545,1522.0
40751546,1530.0
40751547,1586.0
40751548,1620.0
40751549,1599.0
40751550,1657.0
40751551,1690.0
40751552,1746.0
40751553,1746.0
40751554,1828.0
40751555,1874.0
40751556,1908.0
40751557,1919.0
40751558,2003.0
40751559,2056.0
40751560,2092.0
40751561,2089.0
40751562,2157.0
40751563,2205.0
40751564,2237.0
40751565,2234.0
40751566,2277.0
40751567,2279.0
40751568,2291.0
40751569,2246.0
40751570,2265.0
40751571,2248.0
40751572,2235.0
40751573,2225.0
40751574,2203.0
40751575,2170.0
40751576,2122.0
40751577,2047.0
40751578,1989.0
40751579,1942.0
40751580,1896.0
40751581,1843.0
40751582,1832.0
40751583,1786.0
40751584,1750.0
40751585,1713.0
40751586,1678.0
40751587,1637.0
40751588,1555.0
40751589,1506.0
40751590,1460.0
40751591,1459.0
40751592,1396.0
40751593,1408.0
40751594,1384.0
40751595,1344.0
40751596,1297.0
40751597,1312.0
40751598,1297.0
40751599,1285.0
40751600,1266.0
40751601,1254.0
40751602,1229.0
40751603,1174.0
40751604,1172.0
40751605,1196.0
40751606,1194.0
40751607,1186.0
40751608,1186.0
40751609,1182.0
40751610,1163.0
40751611,1128.0
40751612,1171.0
40751613,1173.0
40751614,1183.0
40751616,1174.0
40751617,1186.0
40751618,1150.0
40751619,1200.0
40751620,1215.0
40751621,1206.0
40751622,1218.0
40751623,1241.0
40751624,1241.0
40751625,1241.0
40751626,1254.0
40751627,1268.0
40751628,1241.0
40751629,1278.0
40751630,1292.0
40751631,1252.0
40751632,1297.0
40751633,1315.0
40751634,1287.0
40751635,1322.0
40751636,1335.0
40751637,1337.0
40751638,1336.0
40751639,1347.0
40751640,1360.0
40751641,1326.0
40751642,1369.0
40751643,1378.0
40751644,1382.0
40751645,1347.0
40751646,1391.0
40751647,1401.0
40751648,1370.0
40751649,1408.0
40751650,1417.0
40751651,1414.0
40751652,1427.0
40751653,1436.0
40751654,1405.0
40751655,1436.0
40751656,1452.0
40751657,1428.0
40751658,1451.0
40751659,1462.0
40751660,1426.0
40751661,1462.0
40751662,1474.0
40751663,1441.0
40751664,1474.0
40751665,1485.0
40751666,1465.0
40751667,1471.0
40751668,1506.0
40751669,1463.0
40751670,1498.0
40751671,1499.0
40751672,1496.0
40751673,1519.0
40751674,1501.0
40751675,1473.0
40751676,1475.0
40751677,1521.0
40751678,1528.0
40751679,1521.0
40751680,1522.0
40751681,1522.0
40751682,1494.0
40751683,1475.0
40751684,1484.0
40751685,1494.0
40751686,1520.0
40751687,1522.0
40751688,1530.0
40751689,1533.0
40751690,1533.0
40751691,1533.0
40751692,1510.0
40751693,1496.0
40751694,1495.0
40751695,1533.0
40751696,1541.0
40751697,1552.0
40751698,1508.0
40751699,1545.0
40751700,1552.0
40751701,1563.0
40751702,1568.0
40751703,1568.0
40751704,1556.0
40751705,1532.0
40751706,1533.0
40751707,1531.0
40751708,1544.0
40751709,1575.0
40751710,1580.0
40751711,1578.0
40751712,1580.0
40751713,1555.0
40751714,1530.0
40751715,1533.0
40751717,1564.0
40751718,1564.0
40751719,1570.0
40751720,1531.0
40751721,1564.0
40751722,1577.0
40751723,1563.0
40751724,1564.0
40751725,1567.0
40751726,1568.0
40751727,1530.0
40751728,1564.0
40751729,1567.0
40751730,1568.0
40751731,1530.0
40751732,1564.0
40751733,1575.0
40751734,1533.0
40751735,1575.0
40751736,1567.0
40751737,1575.0
40751738,1533.0
40751739,1567.0
40751740,1568.0
40751741,1579.0
40751742,1540.0
40751743,1576.0
40751744,1588.0
40751745,1568.0
40751746,1576.0
40751747,1582.0
40751748,1555.0
40751749,1580.0
40751750,1591.0
40751751,1588.0
40751752,1579.0
40751753,1591.0
40751754,1600.0
40751755,1568.0
40751756,1599.0
40751757,1610.0
40751758,1599.0
40751759,1602.0
40751760,1613.0
40751761,1622.0
40751762,1579.0
40751763,1624.0
40751764,1632.0
40751765,1621.0
40751766,1625.0
40751767,1637.0
40751768,1624.0
40751769,1646.0
40751770,1607.0
40751771,1638.0
40751772,1646.0
40751773,1647.0
40751774,1657.0
40751775,1658.0
40751776,1625.0
40751777,1614.0
40751778,1613.0
40751779,1625.0
40751780,1645.0
40751781,1645.0
40751782,1655.0
40751783,1658.0
40751784,1659.0
40751785,1659.0
40751786,1659.0
40751787,1614.0
40751788,1624.0
40751789,1614.0
40751790,1613.0
40751791,1612.0
40751792,1600.0
40751793,1600.0
40751794,1613.0
40751795,1621.0
40751796,1637.0
40751797,1634.0
40751798,1626.0
40751799,1635.0
40751800,1586.0
40751801,1624.0
40751802,1625.0
40751803,1631.0
40751804,1631.0
40751805,1633.0
40751806,1624.0
40751807,1590.0
40751808,1585.0
40751809,1588.0
40751810,1590.0
40751811,1588.0
40751812,1588.0
40751813,1599.0
40751814,1597.0
40751815,1590.0
40751816,1588.0
40751818,1622.0
40751819,1589.0
40751820,1624.0
40751821,1625.0
40751822,1588.0
40751823,1613.0
40751824,1614.0
40751825,1620.0
40751826,1578.0
40751827,1603.0
40751828,1599.0
40751829,1597.0
40751830,1586.0
40751831,1585.0
40751832,1582.0
40751833,1547.0
40751834,1568.0
40751835,1568.0
40751836,1520.0
40751837,1553.0
40751838,1544.0
40751839,1544.0
40751840,1494.0
40751841,1523.0
40751842,1530.0
40751843,1496.0
40751844,1508.0
40751845,1508.0
40751846,1508.0
40751847,1462.0
40751848,1492.0
40751849,1494.0
40751850,1487.0
40751851,1440.0
40751852,1474.0
40751853,1474.0
40751854,1484.0
40751855,1435.0
40751856,1465.0
40751857,1471.0
40751858,1453.0
40751859,1459.0
40751860,1465.0
40751861,1462.0
40751862,1424.0
40751863,1458.0
40751864,1461.0
40751865,1453.0
40751866,1428.0
40751867,1452.0
40751868,1459.0
40751869,1424.0
40751870,1414.0
40751871,1440.0
40751872,1438.0
40751873,1449.0
40751874,1404.0
40751875,1414.0
40751876,1406.0
40751877,1403.0
40751878,1393.0
40751879,1391.0
40751880,1390.0
40751881,1428.0
40751882,1428.0
40751883,1440.0
40751884,1441.0
40751885,1441.0
40751886,1449.0
40751887,1405.0
40751888,1406.0
40751889,1414.0
40751890,1416.0
40751891,1441.0
40751892,1449.0
40751893,1460.0
40751894,1471.0
40751895,1474.0
40751896,1473.0
40751897,1440.0
40751898,1438.0
40751899,1474.0
40751900,1473.0
40751901,1485.0
40751902,1485.0
40751903,1449.0
40751904,1487.0
40751905,1496.0
40751906,1498.0
40751907,1506.0
40751908,1498.0
40751909,1474.0
40751910,1474.0
40751911,1470.0
40751912,1465.0
40751913,1474.0
40751914,1487.0
40751915,1510.0
40751916,1522.0
40751917,1531.0
40751919,1530.0
40751920,1485.0
40751921,1530.0
40751922,1531.0
40751923,1508.0
40751924,1510.0
40751925,1523.0
40751926,1530.0
40751927,1493.0
40751928,1527.0
40751929,1532.0
40751930,1521.0
40751931,1521.0
40751932,1530.0
40751933,1533.0
40751934,1488.0
40751935,1530.0
40751936,1530.0
40751937,1520.0
40751938,1488.0
40751939,1533.0
40751940,1540.0
40751941,1495.0
40751942,1531.0
40751943,1541.0
40751944,1544.0
40751945,1506.0
40751946,1539.0
40751947,1542.0
40751948,1542.0
40751949,1498.0
40751950,1540.0
40751951,1541.0
40751952,1533.0
40751953,1500.0
40751954,1540.0
40751955,1544.0
40751956,1506.0
40751957,1532.0
40751958,1541.0
40751959,1534.0
40751960,1533.0
40751961,1540.0
40751962,1531.0
40751963,1487.0
40751964,1530.0
40751965,1533.0
40751966,1540.0
40751967,1487.0
40751968,1530.0
40751969,1539.0
40751970,1510.0
40751971,1494.0
40751972,1522.0
40751973,1532.0
40751974,1533.0
40751975,1484.0
40751976,1495.0
40751977,1494.0
40751978,1508.0
40751979,1540.0
40751980,1533.0
40751981,1539.0
40751982,1533.0
40751983,1542.0
40751984,1544.0
40751985,1539.0
40751986,1507.0
40751987,1500.0
40751988,1498.0
40751989,1532.0
40751990,1530.0
40751991,1540.0
40751992,1545.0
40751993,1552.0
40751994,1553.0
40751995,1553.0
40751996,1564.0
40751997,1522.0
40751998,1510.0
40751999,1510.0
40752000,1553.0
40752001,1556.0
40752002,1555.0
40752003,1555.0
40752004,1519.0
40752005,1555.0
40752006,1555.0
40752007,1564.0
40752008,1530.0
40752009,1577.0
40752010,1563.0
40752011,1530.0
40752012,1530.0
40752013,1530.0
40752014,1555.0
40752015,1564.0
40752016,1564.0
40752017,1574.0
40752018,1576.0
40752020,1552.0
40752021,1555.0
40752022,1555.0
40752023,1564.0
40752024,1520.0
40752025,1564.0
40752026,1568.0
40752027,1527.0
40752028,1555.0
40752029,1564.0
40752030,1564.0
40752031,1522.0
40752032,1555.0
40752033,1566.0
40752034,1556.0
40752035,1533.0
40752036,1563.0
40752037,1574.0
40752038,1534.0
40752039,1555.0
40752040,1555.0
40752041,1564.0
40752042,1510.0
40752043,1555.0
40752044,1564.0
40752045,1542.0
40752046,1510.0
40752047,1546.0
40752048,1555.0
40752049,1510.0
40752050,1540.0
40752051,1552.0
40752052,1544.0
40752053,1496.0
40752054,1542.0
40752055,1541.0
40752056,1494.0
40752057,1530.0
40752058,1535.0
40752059,1542.0
40752060,1490.0
40752061,1541.0
40752062,1544.0
40752063,1519.0
40752064,1531.0
40752065,1539.0
40752066,1553.0
40752067,1499.0
40752068,1542.0
40752069,1549.0
40752070,1530.0
40752071,1539.0
40752072,1542.0
40752073,1555.0
40752074,1508.0
40752075,1544.0
40752076,1552.0
40752077,1555.0
40752078,1555.0
40752079,1563.0
40752080,1518.0
40752081,1507.0
40752082,1508.0
40752083,1507.0
40752084,1519.0
40752085,1541.0
40752086,1540.0
40752087,1544.0
40752088,1552.0
40752089,1555.0
40752090,1540.0
40752091,1508.0
40752092,1499.0
40752093,1496.0
40752094,1506.0
40752095,1535.0
40752096,1540.0
40752097,1544.0
40752098,1547.0
40752099,1545.0
40752100,1533.0
40752101,1498.0
40752102,1539.0
40752103,1540.0
40752104,1495.0
40752105,1540.0
40752106,1545.0
40752107,1499.0
40752108,1522.0
40752109,1544.0
40752110,1546.0
40752111,1553.0
40752112,1555.0
40752113,1530.0
40752114,1507.0
40752115,1508.0
40752116,1532.0
40752117,1552.0
40752118,1554.0
40752119,1555.0
40752121,1552.0
40752122,1563.0
40752123,1510.0
40752124,1552.0
40752125,1556.0
40752126,1553.0
40752127,1554.0
40752128,1556.0
40752129,1566.0
40752130,1519.0
40752131,1555.0
40752132,1563.0
40752133,1534.0
40752134,1545.0
40752135,1563.0
40752136,1564.0
40752137,1510.0
40752138,1555.0
40752139,1564.0
40752140,1522.0
40752141,1555.0
40752142,1567.0
40752143,1552.0
40752144,1519.0
40752145,1555.0
40752146,1555.0
40752147,1533.0
40752148,1555.0
40752149,1553.0
40752150,1555.0
40752151,1510.0
40752152,1544.0
40752153,1555.0
40752154,1533.0
40752155,1552.0
40752156,1555.0
40752157,1555.0
40752158,1508.0
40752159,1552.0
40752160,1555.0
40752161,1508.0
40752162,1544.0
40752163,1555.0
40752164,1520.0
40752165,1547.0
40752166,1555.0
40752167,1533.0
40752168,1544.0
40752169,1552.0
40752170,1539.0
40752171,1509.0
40752172,1533.0
40752173,1552.0
40752174,1555.0
40752175,1508.0
40752176,1544.0
40752177,1544.0
40752178,1545.0
40752179,1554.0
40752180,1555.0
40752181,1531.0
40752182,1510.0
40752183,1510.0
40752184,1510.0
40752185,1552.0
40752186,1552.0
40752187,1556.0
40752188,1564.0
40752189,1564.0
40752190,1556.0
40752191,1532.0
40752192,1531.0
40752193,1530.0
40752194,1530.0
40752195,1530.0
40752196,1564.0
40752197,1578.0
40752198,1586.0
40752199,1590.0
40752200,1598.0
40752201,1598.0
40752202,1568.0
40752203,1555.0
40752204,1553.0
40752205,1554.0
40752206,1586.0
40752207,1599.0
40752208,1610.0
40752209,1564.0
40752210,1598.0
40752211,1599.0
40752212,1598.0
40752213,1603.0
40752214,1602.0
40752215,1576.0
40752216,1562.0
40752217,1555.0
40752218,1555.0
40752219,1586.0
40752220,1590.0
40752222,1564.0
40752223,1578.0
40752224,1528.0
40752225,1564.0
40752226,1568.0
40752227,1520.0
40752228,1554.0
40752229,1555.0
40752230,1530.0
40752231,1533.0
40752232,1540.0
40752233,1530.0
40752234,1530.0
40752235,1540.0
40752236,1535.0
40752237,1488.0
40752238,1530.0
40752239,1539.0
40752240,1508.0
40752241,1519.0
40752242,1533.0
40752243,1496.0
40752244,1522.0
40752245,1540.0
40752246,1530.0
40752247,1530.0
40752248,1533.0
40752249,1542.0
40752250,1495.0
40752251,1531.0
40752252,1544.0
40752253,1496.0
40752254,1531.0
40752255,1541.0
40752256,1540.0
40752257,1539.0
40752258,1533.0
40752259,1540.0
40752260,1495.0
40752261,1540.0
40752262,1540.0
40752263,1520.0
40752264,1531.0
40752265,1533.0
40752266,1530.0
40752267,1530.0
40752268,1534.0
40752269,1544.0
40752270,1498.0
40752271,1532.0
40752272,1544.0
40752273,1510.0
40752274,1541.0
40752275,1510.0
40752276,1531.0
40752277,1534.0
40752278,1546.0
40752279,1554.0
40752280,1552.0
40752281,1531.0
40752282,1530.0
40752283,1522.0
40752284,1522.0
40752285,1531.0
40752286,1533.0
40752287,1533.0
40752288,1544.0
40752289,1542.0
40752290,1546.0
40752291,1555.0
40752292,1556.0
40752293,1564.0
40752294,1563.0
40752295,1564.0
40752296,1576.0
40752297,1599.0
40752298,1599.0
40752299,1591.0
40752300,1592.0
40752301,1590.0
40752302,1590.0
40752303,1579.0
40752304,1546.0
40752305,1522.0
40752306,1510.0
40752307,1498.0
40752308,1487.0
40752309,1510.0
40752310,1510.0
40752311,1506.0
40752312,1494.0
40752313,1493.0
40752314,1493.0
40752315,1435.0
40752316,1471.0
40752317,1471.0
40752318,1465.0
40752319,1465.0
40752320,1463.0
40752321,1449.0
40752323,1438.0
40752324,1470.0
40752325,1473.0
40752326,1452.0
40752327,1507.0
40752328,1544.0
40752329,1522.0
40752330,1588.0
40752331,1626.0
40752332,1624.0
40752333,1682.0
40752334,1738.0
40752335,1795.0
40752336,1808.0
40752337,1889.0
40752338,1933.0
40752339,1934.0
40752340,2011.0
40752341,2069.0
40752342,2101.0
40752343,2091.0
40752344,2168.0
40752345,2205.0
40752346,2188.0
40752347,2223.0
40752348,2216.0
40752349,2211.0
40752350,2204.0
40752351,2200.0
40752352,2180.0
40752353,2148.0
40752354,2133.0
40752355,2103.0
40752356,2054.0
40752357,2023.0
40752358,1978.0
40752359,1894.0
40752360,1887.0
40752361,1853.0
40752362,1768.0
40752363,1768.0
40752364,1737.0
40752365,1648.0
40752366,1655.0
40752367,1633.0
40752368,1563.0
40752369,1577.0
40752370,1564.0
40752371,1510.0
40752372,1510.0
40752373,1500.0
40752374,1450.0
40752375,1452.0
40752376,1431.0
40752377,1428.0
40752378,1426.0
40752379,1408.0
40752380,1405.0
40752381,1390.0
40752382,1378.0
40752383,1370.0
40752384,1357.0
40752385,1315.0
40752386,1298.0
40752387,1286.0
40752388,1278.0
40752389,1275.0
40752390,1266.0
40752391,1263.0
40752392,1254.0
40752393,1263.0
40752394,1290.0
40752395,1289.0
40752396,1291.0
40752397,1297.0
40752398,1301.0
40752399,1301.0
40752400,1308.0
40752401,1302.0
40752402,1285.0
40752403,1279.0
40752404,1280.0
40752405,1287.0
40752406,1290.0
40752407,1333.0
40752408,1338.0
40752409,1348.0
40752410,1357.0
40752411,1333.0
40752412,1370.0
40752413,1335.0
40752414,1378.0
40752415,1390.0
40752416,1392.0
40752417,1368.0
40752418,1370.0
40752419,1378.0
40752420,1372.0
40752421,1382.0
40752422,1390.0
40752424,1396.0
40752425,1450.0
40752426,1452.0
40752427,1414.0
40752428,1450.0
40752429,1465.0
40752430,1435.0
40752431,1461.0
40752432,1473.0
40752433,1484.0
40752434,1440.0
40752435,1482.0
40752436,1486.0
40752437,1487.0
40752438,1452.0
40752439,1486.0
40752440,1499.0
40752441,1495.0
40752442,1452.0
40752443,1496.0
40752444,1498.0
40752445,1495.0
40752446,1463.0
40752447,1506.0
40752448,1510.0
40752449,1501.0
40752450,1508.0
40752451,1509.0
40752452,1508.0
40752453,1465.0
40752454,1508.0
40752455,1518.0
40752456,1475.0
40752457,1508.0
40752458,1517.0
40752459,1521.0
40752460,1473.0
40752461,1509.0
40752462,1519.0
40752463,1484.0
40752464,1509.0
40752465,1522.0
40752466,1507.0
40752467,1518.0
40752468,1530.0
40752469,1530.0
40752470,1481.0
40752471,1521.0
40752472,1530.0
40752473,1507.0
40752474,1521.0
40752475,1535.0
40752476,1540.0
40752477,1532.0
40752478,1541.0
40752479,1540.0
40752480,1501.0
40752481,1540.0
40752482,1547.0
40762717,1555.0
40762718,1563.0
40762719,1556.0
40762720,1541.0
40762721,1519.0
40762722,1510.0
40762723,1510.0
40762724,1519.0
40762725,1542.0
40762726,1519.0
40762727,1510.0
40762728,1510.0
40762729,1563.0
40762730,1563.0
40762731,1555.0
40762732,1563.0
40762733,1566.0
40762734,1566.0
40762735,1568.0
40762736,1552.0
40762737,1528.0
40762738,1530.0
40762739,1533.0
40762740,1564.0
40762741,1568.0
40762742,1564.0
40762743,1564.0
40762744,1564.0
40762745,1575.0
40762746,1576.0
40762747,1579.0
40762748,1578.0
40762749,1533.0
40762750,1532.0
40762751,1532.0
40762752,1544.0
40762753,1575.0
40762754,1564.0
40762755,1564.0
40762756,1567.0
40762757,1520.0
40762758,1576.0
40762759,1523.0
40762760,1563.0
40762761,1575.0
40762762,1541.0
40762763,1564.0
40762764,1568.0
40762765,1576.0
40762766,1521.0
40762767,1568.0
40762768,1568.0
40762769,1544.0
40762770,1540.0
40762771,1568.0
40762772,1577.0
40762773,1540.0
40762774,1563.0
40762775,1574.0
40762776,1545.0
40762777,1552.0
40762778,1564.0
40762779,1570.0
40762780,1568.0
40762781,1531.0
40762782,1564.0
40762783,1574.0
40762784,1522.0
40762785,1563.0
40762786,1567.0
40762787,1521.0
40762788,1555.0
40762789,1564.0
40762790,1566.0
40762791,1530.0
40762792,1555.0
40762793,1564.0
40762794,1519.0
40762795,1552.0
40762796,1555.0
40762797,1541.0
40762798,1552.0
40762799,1552.0
40762800,1555.0
40762801,1508.0
40762802,1546.0
40762803,1555.0
40762804,1533.0
40762805,1553.0
40762806,1552.0
40762807,1541.0
40762808,1540.0
40762809,1545.0
40762810,1546.0
40762811,1510.0
40762812,1540.0
40762813,1542.0
40762814,1546.0
40762815,1533.0
40762816,1544.0
40762817,1509.0
40762818,1540.0
40762819,1545.0
40762820,1552.0
40762821,1555.0
40762822,1555.0
40762823,1530.0
40762824,1510.0
40762825,1510.0
40762826,1510.0
40762827,1544.0
40762828,1554.0
40762829,1554.0
40762830,1564.0
40762831,1563.0
40762832,1555.0
40762833,1519.0
40762834,1510.0
40762835,1555.0
40762836,1563.0
40762837,1555.0
40762838,1555.0
40762839,1564.0
40762840,1564.0
40762841,1552.0
40762842,1519.0
40762843,1522.0
40762844,1510.0
40762845,1544.0
40762846,1552.0
40762847,1552.0
40762848,1553.0
40762849,1552.0
40762850,1555.0
40762851,1554.0
40762852,1519.0
40762853,1510.0
40762854,1519.0
40762855,1510.0
40762856,1542.0
40762857,1540.0
40762859,1498.0
40762860,1544.0
40762861,1546.0
40762862,1544.0
40762863,1555.0
40762864,1540.0
40762865,1545.0
40762866,1545.0
40762867,1499.0
40762868,1540.0
40762869,1555.0
40762870,1530.0
40762871,1545.0
40762872,1550.0
40762873,1555.0
40762874,1510.0
40762875,1553.0
40762876,1563.0
40762877,1521.0
40762878,1554.0
40762879,1564.0
40762880,1533.0
40762881,1555.0
40762882,1556.0
40762883,1564.0
40762884,1520.0
40762885,1555.0
40762886,1563.0
40762887,1544.0
40762888,1552.0
40762889,1562.0
40762890,1564.0
40762891,1519.0
40762892,1552.0
40762893,1555.0
40762894,1555.0
40762895,1510.0
40762896,1554.0
40762897,1563.0
40762898,1530.0
40762899,1553.0
40762900,1555.0
40762901,1553.0
40762902,1552.0
40762903,1556.0
40762904,1563.0
40762905,1510.0
40762906,1555.0
40762907,1568.0
40762908,1530.0
40762909,1556.0
40762910,1566.0
40762911,1564.0
40762912,1555.0
40762913,1564.0
40762914,1566.0
40762915,1570.0
40762916,1533.0
40762917,1563.0
40762918,1567.0
40762919,1568.0
40762920,1568.0
40762921,1567.0
40762922,1530.0
40762923,1519.0
40762924,1533.0
40762925,1554.0
40762926,1563.0
40762927,1563.0
40762928,1563.0
40762929,1555.0
40762930,1522.0
40762931,1522.0
40762932,1510.0
40762933,1519.0
40762934,1522.0
40762935,1553.0
40762936,1553.0
40762937,1555.0
40762938,1564.0
40762939,1555.0
40762940,1564.0
40762941,1550.0
40762942,1530.0
40762943,1523.0
40762944,1517.0
40762945,1518.0
40762946,1520.0
40762947,1555.0
40762948,1555.0
40762949,1555.0
40762950,1563.0
40762951,1563.0
40762952,1554.0
40762953,1530.0
40762954,1519.0
40762955,1510.0
40762956,1530.0
40762957,1541.0
40762958,1545.0
40762960,1540.0
40762961,1555.0
40762962,1510.0
40762963,1552.0
40762964,1553.0
40762965,1555.0
40762966,1510.0
40762967,1541.0
40762968,1546.0
40762969,1545.0
40762970,1544.0
40762971,1544.0
40762972,1552.0
40762973,1508.0
40762974,1542.0
40762975,1554.0
40762976,1552.0
40762977,1508.0
40762978,1540.0
40762979,1544.0
40762980,1521.0
40762981,1533.0
40762982,1545.0
40762983,1539.0
40762984,1540.0
40762985,1545.0
40762986,1544.0
40762987,1533.0
40762988,1552.0
40762989,1541.0
40762990,1544.0
40762991,1553.0
40762992,1553.0
40762993,1519.0
40762994,1555.0
40762995,1555.0
40762996,1510.0
40762997,1552.0
40762998,1556.0
40762999,1555.0
40763000,1519.0
40763001,1555.0
40763002,1566.0
40763003,1528.0
40763004,1555.0
40763005,1566.0
40763006,1555.0
40763007,1552.0
40763008,1564.0
40763009,1540.0
40763010,1555.0
40763011,1553.0
40763012,1547.0
40763013,1552.0
40763014,1555.0
40763015,1563.0
40763016,1523.0
40763017,1545.0
40763018,1509.0
40763019,1508.0
40763020,1510.0
40763021,1540.0
40763022,1552.0
40763023,1545.0
40763024,1552.0
40763025,1552.0
40763026,1552.0
40763027,1552.0
40763028,1518.0
40763029,1500.0
40763030,1507.0
40763031,1510.0
40763032,1509.0
40763033,1500.0
40763034,1506.0
40763035,1501.0
40763036,1500.0
40763037,1499.0
40763038,1499.0
40763039,1501.0
40763040,1501.0
40763041,1494.0
40763042,1495.0
40763043,1510.0
40763044,1530.0
40763045,1552.0
40763046,1555.0
40763047,1544.0
40763048,1555.0
40763049,1555.0
40763050,1568.0
40763051,1568.0
40763052,1575.0
40763053,1539.0
40763054,1534.0
40763055,1530.0
40763056,1546.0
40763057,1564.0
40763058,1579.0
40763059,1579.0
40763061,1589.0
40763062,1554.0
40763063,1590.0
40763064,1591.0
40763065,1555.0
40763066,1542.0
40763067,1589.0
40763068,1589.0
40763069,1591.0
40763070,1541.0
40763071,1586.0
40763072,1588.0
40763073,1544.0
40763074,1576.0
40763075,1579.0
40763076,1575.0
40763077,1568.0
40763078,1574.0
40763079,1566.0
40763080,1555.0
40763081,1564.0
40763082,1567.0
40763083,1519.0
40763084,1555.0
40763085,1555.0
40763086,1518.0
40763087,1547.0
40763088,1552.0
40763089,1552.0
40763090,1545.0
40763091,1554.0
40763092,1540.0
40763093,1533.0
40763094,1545.0
40763095,1544.0
40763096,1506.0
40763097,1540.0
40763098,1542.0
40763099,1519.0
40763100,1533.0
40763101,1541.0
40763102,1546.0
40763103,1520.0
40763104,1540.0
40763105,1544.0
40763106,1531.0
40763107,1540.0
40763108,1520.0
40763109,1507.0
40763110,1534.0
40763111,1540.0
40763112,1498.0
40763113,1532.0
40763114,1530.0
40763115,1530.0
40763116,1530.0
40763117,1533.0
40763118,1499.0
40763119,1488.0
40763120,1495.0
40763121,1499.0
40763122,1531.0
40763123,1530.0
40763124,1533.0
40763125,1535.0
40763126,1540.0
40763127,1532.0
40763128,1486.0
40763129,1487.0
40763130,1520.0
40763131,1530.0
40763132,1530.0
40763133,1533.0
40763134,1533.0
40763135,1534.0
40763136,1539.0
40763137,1540.0
40763138,1510.0
40763139,1498.0
40763140,1490.0
40763141,1493.0
40763142,1487.0
40763143,1496.0
40763144,1539.0
40763145,1540.0
40763146,1539.0
40763147,1540.0
40763148,1540.0
40763149,1530.0
40763150,1510.0
40763151,1498.0
40763152,1494.0
40763153,1496.0
40763154,1499.0
40763155,1540.0
40763156,1540.0
40763157,1542.0
40763158,1544.0
40763159,1545.0
40763160,1534.0
